refid	key	variant	status	spawn_count
15006	res_mob_qinshi_snaketrap	0	PROVEN	336
15007	res_mob_qinshi_snaketrap	0	PROVEN	336
15008	res_mob_qinshi_snaketrap	0	PROVEN	336
15009	res_mob_qinshi_snaketrap	0	PROVEN	336
1933	res_mob_china_mangnyang	0	PROVEN	55
1935	res_mob_china_bigeyeghost	0	PROVEN	37
1937	res_mob_china_gyo	0	PROVEN	30
1939	res_mob_china_waterghost	0	PROVEN	31
1941	res_mob_china_stoneghost	0	PROVEN	36
1943	res_mob_china_yeoha	0	PROVEN	26
1945	res_mob_china_banditarcher	0	PROVEN	29
1947	res_mob_china_tiger	0	PROVEN	34
1949	res_mob_china_bandit	0	PROVEN	60
19495	res_npc_npc_khotanshop_designer	0	PROVEN	6
19496	res_npc_npc_easteuropequest_lipria	0	PROVEN	3
19497	res_npc_npc_easteuropequest_lipria	0	PROVEN	3
19498	res_npc_npc_chinaquest_merchant_sword	0	PROVEN	4
19499	res_npc_npc_chinaquest_merchant_sword	0	PROVEN	4
19500	res_npc_npc_chinaquest_merchant_spear	0	PROVEN	3
19501	res_npc_npc_chinashop_smith	0	PROVEN	3
19502	res_npc_npc_chinasystem_bookmakerman	0	PROVEN	2
1951	res_mob_china_tombstone	0	PROVEN	35
1953	res_mob_china_whitetiger	0	PROVEN	30
1954	res_mob_china_tigerwoman	0	PROVEN	11
19551	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
19552	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
19553	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
1956	res_mob_china_chakji	0	PROVEN	27
1958	res_mob_wchina_ghostbug	0	PROVEN	20
1960	res_mob_wchina_devilbug	0	PROVEN	20
1963	res_mob_wchina_earthghost	0	PROVEN	65
1965	res_mob_wchina_gunpowderghost	0	PROVEN	62
1966	res_mob_wchina_earthking	0	PROVEN	27
1968	res_mob_wchina_demonhorse	0	PROVEN	46
1970	res_mob_wchina_hyeongcheon	0	PROVEN	30
1971	res_mob_dunhuang_bugghost	0	PROVEN	4
1972	res_mob_dunhuang_workearthghost	0	PROVEN	32
1973	res_mob_dunhuang_soldierearthghost	0	PROVEN	32
1974	res_mob_dunhuang_blindmon	0	PROVEN	4
1975	res_mob_dunhuang_yacha	0	PROVEN	4
1976	res_mob_dunhuang_nachal	0	PROVEN	10
1977	res_mob_oasis_scorpion	0	PROVEN	25
1978	res_mob_oasis_ong	0	PROVEN	44
1979	res_mob_oasis_deserttrunkz	0	PROVEN	66
1980	res_mob_oasis_blackrobber	0	PROVEN	45
1981	res_mob_oasis_blackrobberarcher	0	PROVEN	47
1982	res_mob_oasis_uruchi	0	PROVEN	11
1983	res_mob_oasis_redeyeghost	0	PROVEN	6
1984	res_mob_oasis_redscorpion	0	PROVEN	8
1987	res_mob_khotan_bunwang	0	PROVEN	40
1990	res_mob_khotan_whitespider	0	PROVEN	44
1991	res_mob_khotan_mujigi	0	PROVEN	23
1995	res_mob_karakoram_gwhitespider	0	PROVEN	31
1996	res_mob_karakoram_yeti	0	PROVEN	44
2002	res_mob_karakoram_isyutaru	0	PROVEN	11
2003	res_npc_npc_chinashop_smith	0	PROVEN	3
2004	res_npc_npc_chinashop_dignifiedgirl	0	PROVEN	1
2005	res_npc_npc_chinashop_herbalistman	0	PROVEN	1
2008	res_npc_npc_chinashop_accessoryshopgirl	0	PROVEN	2
2009	res_npc_npc_chinashop_stableman	0	PROVEN	1
2010	res_npc_npc_chinashop_spacialmerchant	0	PROVEN	2
2011	res_npc_npc_chinasystem_boatman1	0	PROVEN	2
2013	res_npc_npc_chinasystem_warehousekeeper	0	PROVEN	1
2014	res_npc_npc_chinasystem_warehousekeeper_woman	0	PROVEN	1
2015	res_npc_npc_chinasystem_bookmakergirl	0	PROVEN	1
2016	res_npc_npc_chinasystem_bookmakerman	0	PROVEN	2
2017	res_npc_npc_chinasystem_shaman	0	PROVEN	1
2018	res_npc_npc_chinaquest_villageheadman	0	PROVEN	1
2019	res_npc_npc_chinaquest_merchant	0	PROVEN	1
2020	res_npc_npc_chinaquest_merchant_sword	0	PROVEN	4
2021	res_npc_npc_chinaquest_merchant_spear	0	PROVEN	3
2022	res_npc_npc_chinaquest_merchant_bow	0	PROVEN	1
2023	res_npc_npc_chinaquest_priest	0	PROVEN	1
2027	res_npc_npc_chinaquest_doctor	0	PROVEN	1
2028	res_npc_npc_chinaetc_islamman	0	PROVEN	1
2029	res_npc_npc_chinaetc_europegirl	0	PROVEN	1
2030	res_npc_npc_chinaetc_indiapriest	0	PROVEN	1
2031	res_npc_npc_chinaetc_soldierpalace1	0	PROVEN	1
2032	res_npc_npc_chinaetc_soldierpalace2	0	PROVEN	1
2033	res_npc_npc_chinaetc_soldiereast1	0	PROVEN	1
2034	res_npc_npc_chinaetc_soldiereast2	0	PROVEN	1
2035	res_npc_npc_chinaetc_soldierwest1	0	PROVEN	1
2036	res_npc_npc_chinaetc_soldierwest2	0	PROVEN	1
2037	res_npc_npc_chinaetc_soldiersouth1	0	PROVEN	1
2038	res_npc_npc_chinaetc_soldiersouth2	0	PROVEN	1
2039	res_npc_npc_chinaetc_slumboy	0	PROVEN	1
2040	res_npc_npc_chinaetc_gamblingplaceman	0	PROVEN	1
2041	res_npc_npc_chinaetc_kisaeng1	0	PROVEN	1
2042	res_npc_npc_chinaetc_kisaeng2	0	PROVEN	1
2043	res_npc_npc_chinaetc_kisaeng3	0	PROVEN	1
2044	res_npc_npc_chinaetc_kisaeng4	0	PROVEN	1
2045	res_npc_npc_chinaetc_kisaeng5	0	PROVEN	1
2046	res_npc_npc_chinaetc_kisaeng6	0	PROVEN	1
2051	res_npc_npc_westchinashop_smith	0	PROVEN	1
2052	res_npc_npc_westchinashop_armorshopgirl	0	PROVEN	1
2053	res_npc_npc_westchinashop_herbalistman	0	PROVEN	8
2054	res_npc_npc_westchinashop_accessoryshopgirl	0	PROVEN	2
2055	res_npc_npc_westchinashop_stableman	0	PROVEN	1
2056	res_npc_npc_westchinasystem_boatman1	0	PROVEN	4
2057	res_npc_npc_westchinasystem_warehousekeeper	0	PROVEN	1
2058	res_npc_npc_westchinasystem_warehousekeeper_woman	0	PROVEN	1
2059	res_npc_npc_westchinaquest_oldman	0	PROVEN	1
2060	res_npc_npc_westchinaquest_priest	0	PROVEN	1
2061	res_npc_npc_westchinaquest_hyunjang	0	PROVEN	1
2062	res_npc_npc_westchinaquest_merchant_sword	0	PROVEN	2
2063	res_npc_npc_westchinaquest_merchant_spear	0	PROVEN	1
2064	res_npc_npc_westchinaquest_merchant_bow	0	PROVEN	1
2065	res_npc_npc_westchinaquest_doctor	0	PROVEN	1
2066	res_npc_npc_westchinaetc_soldiereast1	0	PROVEN	1
2067	res_npc_npc_westchinaetc_soldiereast2	0	PROVEN	1
2068	res_npc_npc_westchinaetc_soldierwest1	0	PROVEN	1
2069	res_npc_npc_westchinaetc_soldierwest2	0	PROVEN	1
2070	res_npc_npc_westchinaetc_soldiersouth1	0	PROVEN	1
2071	res_npc_npc_westchinaetc_maintemplepriest	0	PROVEN	1
2072	res_npc_npc_khotanshop_smith	0	PROVEN	2
2073	res_npc_npc_khotanshop_armor	0	PROVEN	1
2074	res_npc_npc_khotanshop_veilgirl	0	PROVEN	2
2075	res_npc_npc_khotanshop_craftsman	0	PROVEN	2
2076	res_npc_npc_khotanshop_stableman	0	PROVEN	1
2077	res_npc_npc_khotanshop_spacialmerchant	0	PROVEN	4
2078	res_npc_npc_khotanshop_designer	0	PROVEN	6
2079	res_npc_npc_khotansystem_turtleshipticketagent	0	PROVEN	3
2083	res_npc_npc_khotansystem_warehousekeeper	0	PROVEN	1
2084	res_npc_npc_khotanquest_refiner	0	PROVEN	1
2085	res_npc_npc_khotanquest_minister	0	PROVEN	4
2086	res_npc_npc_khotanetc_soldierpalace	0	PROVEN	1
2087	res_npc_npc_khotanetc_soldierpalace2	0	PROVEN	1
2088	res_npc_npc_khotanetc_soldiereast	0	PROVEN	1
2089	res_npc_npc_khotanetc_soldiereast2	0	PROVEN	1
2090	res_npc_npc_khotanetc_soldierwest	0	PROVEN	1
2091	res_npc_npc_khotanetc_soldierwest2	0	PROVEN	1
2092	res_npc_npc_khotanetc_soldiersouth	0	PROVEN	1
2093	res_npc_npc_khotanetc_soldiersouth2	0	PROVEN	1
2097	res_mob_wchina_hyungno	0	PROVEN	26
2105	res_mob_oasis_yeowa	0	PROVEN	16
2111	res_mob_karakoram_ishade	0	PROVEN	94
2114	res_mob_karakoram_spider	0	PROVEN	31
2119	res_npc_npc_chinasystem_boatman1	0	PROVEN	2
2120	res_npc_npc_westchinasystem_boatman1	0	PROVEN	4
2125	res_mob_karakoram_planar	0	PROVEN	21
2126	res_mob_karakoram_penon_f	0	PROVEN	31
2127	res_mob_karakoram_penon_w	0	PROVEN	44
21478	res_mob_fortress_fw_taese	0	PROVEN	6
21483	res_mob_fortress_fw_taese	0	PROVEN	6
2177	res_npc_npc_thiefden_thief_d	0	PROVEN	3
2178	res_npc_npc_thiefden_thief_e	0	PROVEN	2
2179	res_npc_npc_thiefden_thief_a	0	PROVEN	2
2180	res_npc_npc_thiefden_thief_c	0	PROVEN	1
2181	res_npc_npc_thiefden_thief_a	0	PROVEN	2
2182	res_npc_npc_thiefden_thief_b	0	PROVEN	1
22188	res_mob_fortress_fw_hyeongcheon	0	PROVEN	6
22193	res_mob_fortress_fw_hyeongcheon	0	PROVEN	6
22298	res_mob_fortress_fw_mujigi	0	PROVEN	19
22303	res_mob_fortress_fw_mujigi	0	PROVEN	19
22338	res_mob_fortress_fw_mujigi	0	PROVEN	19
22343	res_mob_fortress_fw_mujigi	0	PROVEN	19
22588	res_mob_fortress_fw_battlegolem	0	PROVEN	6
22593	res_mob_fortress_fw_battlegolem	0	PROVEN	6
22659	res_npc_npc_chinaquest_merchant_sword	0	PROVEN	4
22660	res_npc_npc_chinaquest_merchant_spear	0	PROVEN	3
22661	res_npc_npc_chinashop_smith	0	PROVEN	3
22672	res_npc_npc_khotanshop_craftsman	0	PROVEN	2
22673	res_npc_npc_khotanquest_minister	0	PROVEN	4
22674	res_npc_npc_chinaetc_islamman	0	PROVEN	1
22675	res_npc_npc_khotanshop_smith	0	PROVEN	2
22676	res_npc_npc_khotansystem_boatman	0	PROVEN	1
22677	res_npc_npc_easteuropesystem_portmanager	0	PROVEN	3
22678	res_npc_npc_easteuropesystem_portmanager	0	PROVEN	3
22679	res_npc_npc_easteuropesystem_hunterunion	0	PROVEN	3
22680	res_npc_npc_easteuropeshop_smith	0	PROVEN	2
22681	res_npc_npc_easteuropeshop_stable	0	PROVEN	2
22867	res_npc_npc_chinaetc_qinshiquest	0	PROVEN	1
22868	res_npc_npc_treasurebox	0	PROVEN	4
22869	res_npc_npc_treasurebox	0	PROVEN	4
22870	res_npc_npc_treasurebox	0	PROVEN	4
22871	res_npc_npc_treasurebox	0	PROVEN	4
23935	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
23936	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
24162	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
24163	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
24164	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
24642	res_npc_sd_sd_arena_manager	0	PROVEN	7
24643	res_npc_sd_sd_arena_changer	0	PROVEN	1
26738	res_mob_sd_seth	0	PROVEN	1
26738	res_mob_sd_seth_t2	1	PROVEN	0
26738	res_mob_sd_seth_t3	2	PROVEN	0
26791	res_npc_sd_sd_m_area_smith	0	PROVEN	1
26792	res_npc_sd_sd_m_area_potion	0	PROVEN	1
26794	res_npc_sd_sd_m_area_special	0	PROVEN	1
26795	res_npc_sd_sd_m_area_warehouse	0	PROVEN	1
26796	res_npc_sd_sd_m_area_guild	0	PROVEN	1
26797	res_npc_sd_sd_m_area_lighthouse	0	PROVEN	1
26798	res_npc_sd_sd_m_area_horse	0	PROVEN	1
26799	res_npc_sd_sd_m_area_ferry	0	PROVEN	1
26800	res_npc_sd_sd_m_area_merchant	0	PROVEN	1
26801	res_npc_sd_sd_m_area_hunter	0	PROVEN	1
26802	res_npc_sd_sd_m_area_ahha	0	PROVEN	1
26803	res_npc_sd_sd_m_area_eyptsolider_1	0	PROVEN	2
26804	res_npc_sd_sd_m_area_eyptsolider_1	0	PROVEN	2
26805	res_npc_sd_sd_m_area_eyptsolider_2	0	PROVEN	2
26806	res_npc_sd_sd_m_area_eyptsolider_3	0	PROVEN	2
26807	res_npc_sd_sd_m_area_eyptsolider_2	0	PROVEN	2
26808	res_npc_sd_sd_m_area_eyptsolider_3	0	PROVEN	2
26809	res_npc_sd_sd_m_area_waterman_1	0	PROVEN	2
26810	res_npc_sd_sd_m_area_waterman_2	0	PROVEN	3
26811	res_npc_sd_sd_m_area_special2	0	PROVEN	1
26812	res_npc_sd_sd_m_area_special3	0	PROVEN	1
26813	res_npc_sd_sd_m_area_senmute	0	PROVEN	1
26815	res_npc_sd_sd_m_area_lenenune	0	PROVEN	1
26816	res_npc_sd_sd_m_area_maneto	0	PROVEN	1
26817	res_npc_sd_sd_m_area_berenice	0	PROVEN	1
26818	res_npc_sd_sd_t_area_thief	0	PROVEN	1
26819	res_npc_sd_sd_t_area_guild2	0	PROVEN	1
26820	res_npc_sd_sd_t_area_warehouse2	0	PROVEN	1
26821	res_npc_sd_sd_t_area_smith	0	PROVEN	2
26823	res_npc_sd_sd_t_area_potion	0	PROVEN	1
26824	res_npc_sd_sd_m_area_accessory	0	PROVEN	2
26825	res_npc_sd_sd_t_area_accessory	0	PROVEN	1
26826	res_npc_sd_sd_guild_agent	0	PROVEN	1
26827	res_npc_sd_sd_guild_agent2	0	PROVEN	1
26828	res_npc_sd_sd_merchant_changer	0	PROVEN	1
26829	res_npc_sd_sd_thief_agent_changer	0	PROVEN	1
26830	res_npc_sd_sd_guild_agent3	0	PROVEN	1
26833	res_npc_sd_sd_m_area_mentuhotep_dead	0	PROVEN	1
26908	res_mob_qinshi_tombsoldier	0	PROVEN	39
26914	res_mob_roc_wingtribespear	0	PROVEN	71
26915	res_mob_qinshi_royalsoldier	0	PROVEN	68
26918	res_mob_qinshi_snakeslave	0	PROVEN	90
26924	res_mob_qinshi_snakeman	0	PROVEN	176
26930	res_mob_sd_keisas	0	PROVEN	28
26931	res_mob_sd_hyena	0	PROVEN	111
26933	res_mob_sd_mummy	0	PROVEN	9
26934	res_mob_sd_bastet	0	PROVEN	24
36030	res_npc_npc_open_market_juel	0	PROVEN	4
36031	res_quest_ins_quest_teleport	0	UNKNOWN	41
36032	res_quest_ins_quest_teleport	0	UNKNOWN	41
36033	res_dun_property_com_property_recall	0	UNKNOWN	92
36063	res_mob_god_togui_togui	0	PROVEN	240
36064	res_mob_god_togui_togui	0	PROVEN	240
36065	res_mob_god_togui_togui	0	PROVEN	240
36066	res_mob_god_togui_togui	0	PROVEN	240
36067	res_mob_god_togui_togui	0	PROVEN	240
36068	res_mob_god_togui_togui	0	PROVEN	240
36069	res_mob_god_togui_togui	0	PROVEN	240
36070	res_mob_god_togui_togui	0	PROVEN	240
36071	res_mob_god_togui_togui	0	PROVEN	240
36072	res_mob_god_togui_togui	0	PROVEN	240
36073	res_mob_god_togui_togui	0	PROVEN	240
36074	res_mob_god_togui_togui	0	PROVEN	240
36075	res_mob_god_togui_boom	0	PROVEN	96
36076	res_mob_god_togui_boom	0	PROVEN	96
36077	res_mob_god_togui_boom	0	PROVEN	96
36078	res_mob_god_togui_boom	0	PROVEN	96
36079	res_mob_god_togui_boom	0	PROVEN	96
36080	res_mob_god_togui_boom	0	PROVEN	96
36081	res_mob_god_togui_magic	0	PROVEN	84
36082	res_mob_god_togui_magic	0	PROVEN	84
36083	res_mob_god_togui_magic	0	PROVEN	84
36084	res_mob_god_togui_magic	0	PROVEN	84
36085	res_mob_god_togui_magic	0	PROVEN	84
36086	res_mob_god_togui_magic	0	PROVEN	84
36087	res_mob_god_togui_strong	0	PROVEN	68
36088	res_mob_god_togui_strong	0	PROVEN	68
36089	res_mob_god_togui_strong	0	PROVEN	68
36090	res_mob_god_togui_strong	0	PROVEN	68
36091	res_mob_god_togui_strong	0	PROVEN	68
36092	res_mob_god_togui_strong	0	PROVEN	68
36093	res_mob_god_togui_soldier	0	PROVEN	64
36094	res_mob_god_togui_soldier	0	PROVEN	64
36095	res_mob_god_togui_soldier	0	PROVEN	64
36096	res_mob_god_togui_soldier	0	PROVEN	64
36097	res_mob_god_togui_soldier	0	PROVEN	64
36098	res_mob_god_togui_soldier	0	PROVEN	64
36099	res_mob_god_togui_doll	0	PROVEN	84
36100	res_mob_god_togui_doll	0	PROVEN	84
36101	res_mob_god_togui_doll	0	PROVEN	84
36102	res_mob_god_togui_doll	0	PROVEN	84
36103	res_mob_god_togui_doll	0	PROVEN	84
36104	res_mob_god_togui_doll	0	PROVEN	84
36105	res_mob_god_togui_general	0	PROVEN	24
36106	res_mob_god_togui_general	0	PROVEN	24
36107	res_mob_god_togui_general	0	PROVEN	24
36108	res_mob_god_togui_general	0	PROVEN	24
36109	res_mob_god_togui_general	0	PROVEN	24
36110	res_mob_god_togui_general	0	PROVEN	24
36111	res_mob_god_togui_general	0	PROVEN	24
36112	res_mob_god_togui_general	0	PROVEN	24
36113	res_mob_god_togui_general	0	PROVEN	24
36114	res_mob_god_togui_general	0	PROVEN	24
36115	res_mob_god_togui_general	0	PROVEN	24
36116	res_mob_god_togui_general	0	PROVEN	24
36117	res_mob_god_elemental	0	PROVEN	74
36118	res_mob_god_elemental	0	PROVEN	74
36119	res_mob_god_elemental	0	PROVEN	74
36120	res_mob_god_elemental	0	PROVEN	74
36121	res_mob_god_elemental	0	PROVEN	74
36122	res_mob_god_elemental	0	PROVEN	74
36123	res_etc_event_pandora	0	PROVEN	44
36124	res_etc_event_pandora	0	PROVEN	44
36125	res_etc_event_pandora	0	PROVEN	44
36126	res_etc_event_pandora	0	PROVEN	44
36127	res_etc_event_pandora	0	PROVEN	44
36128	res_etc_event_pandora	0	PROVEN	44
36129	res_mob_god_flame_salamander	0	PROVEN	48
36130	res_mob_god_flame_salamander	0	PROVEN	48
36131	res_mob_god_flame_salamander	0	PROVEN	48
36132	res_mob_god_flame_salamander	0	PROVEN	48
36133	res_mob_god_flame_salamander	0	PROVEN	48
36134	res_mob_god_flame_salamander	0	PROVEN	48
36135	res_mob_god_flame_salamander	0	PROVEN	48
36136	res_mob_god_flame_salamander	0	PROVEN	48
36137	res_mob_god_flame_giant	0	PROVEN	56
36138	res_mob_god_flame_giant	0	PROVEN	56
36139	res_mob_god_flame_giant	0	PROVEN	56
36140	res_mob_god_flame_giant	0	PROVEN	56
36141	res_mob_god_flame_giant	0	PROVEN	56
36142	res_mob_god_flame_giant	0	PROVEN	56
36143	res_mob_god_flame_giant	0	PROVEN	56
36144	res_mob_god_flame_giant	0	PROVEN	56
36145	res_mob_god_flame_ghost	0	PROVEN	56
36146	res_mob_god_flame_ghost	0	PROVEN	56
36147	res_mob_god_flame_ghost	0	PROVEN	56
36148	res_mob_god_flame_ghost	0	PROVEN	56
36149	res_mob_god_flame_ghost	0	PROVEN	56
36150	res_mob_god_flame_ghost	0	PROVEN	56
36151	res_mob_god_flame_ghost	0	PROVEN	56
36152	res_mob_god_flame_ghost	0	PROVEN	56
36153	res_mob_god_flame_archer	0	PROVEN	48
36154	res_mob_god_flame_archer	0	PROVEN	48
36155	res_mob_god_flame_archer	0	PROVEN	48
36156	res_mob_god_flame_archer	0	PROVEN	48
36157	res_mob_god_flame_archer	0	PROVEN	48
36158	res_mob_god_flame_archer	0	PROVEN	48
36159	res_mob_god_flame_archer	0	PROVEN	48
36160	res_mob_god_flame_archer	0	PROVEN	48
36161	res_mob_god_flame_evil	0	PROVEN	56
36162	res_mob_god_flame_evil	0	PROVEN	56
36163	res_mob_god_flame_evil	0	PROVEN	56
36164	res_mob_god_flame_evil	0	PROVEN	56
36165	res_mob_god_flame_evil	0	PROVEN	56
36166	res_mob_god_flame_evil	0	PROVEN	56
36167	res_mob_god_flame_evil	0	PROVEN	56
36168	res_mob_god_flame_evil	0	PROVEN	56
36169	res_mob_god_flame_gigantic	0	PROVEN	72
36170	res_mob_god_flame_gigantic	0	PROVEN	72
36171	res_mob_god_flame_gigantic	0	PROVEN	72
36172	res_mob_god_flame_gigantic	0	PROVEN	72
36173	res_mob_god_flame_gigantic	0	PROVEN	72
36174	res_mob_god_flame_gigantic	0	PROVEN	72
36175	res_mob_god_flame_gigantic	0	PROVEN	72
36176	res_mob_god_flame_gigantic	0	PROVEN	72
36177	res_mob_god_flame_crazy	0	PROVEN	64
36178	res_mob_god_flame_crazy	0	PROVEN	64
36179	res_mob_god_flame_crazy	0	PROVEN	64
36180	res_mob_god_flame_crazy	0	PROVEN	64
36181	res_mob_god_flame_crazy	0	PROVEN	64
36182	res_mob_god_flame_crazy	0	PROVEN	64
36183	res_mob_god_flame_crazy	0	PROVEN	64
36184	res_mob_god_flame_crazy	0	PROVEN	64
36185	res_mob_god_flame_witch	0	PROVEN	64
36186	res_mob_god_flame_witch	0	PROVEN	64
36187	res_mob_god_flame_witch	0	PROVEN	64
36188	res_mob_god_flame_witch	0	PROVEN	64
36189	res_mob_god_flame_witch	0	PROVEN	64
36190	res_mob_god_flame_witch	0	PROVEN	64
36191	res_mob_god_flame_witch	0	PROVEN	64
36192	res_mob_god_flame_witch	0	PROVEN	64
36193	res_mob_god_flame_captain	0	PROVEN	16
36194	res_mob_god_flame_captain	0	PROVEN	16
36195	res_mob_god_flame_captain	0	PROVEN	16
36196	res_mob_god_flame_captain	0	PROVEN	16
36197	res_mob_god_flame_captain	0	PROVEN	16
36198	res_mob_god_flame_captain	0	PROVEN	16
36199	res_mob_god_flame_captain	0	PROVEN	16
36200	res_mob_god_flame_captain	0	PROVEN	16
36201	res_mob_god_flame_adjutant	0	PROVEN	16
36202	res_mob_god_flame_adjutant	0	PROVEN	16
36203	res_mob_god_flame_adjutant	0	PROVEN	16
36204	res_mob_god_flame_adjutant	0	PROVEN	16
36205	res_mob_god_flame_adjutant	0	PROVEN	16
36206	res_mob_god_flame_adjutant	0	PROVEN	16
36207	res_mob_god_flame_adjutant	0	PROVEN	16
36208	res_mob_god_flame_adjutant	0	PROVEN	16
36209	res_mob_god_elemental	0	PROVEN	74
36210	res_mob_god_elemental	0	PROVEN	74
36211	res_mob_god_elemental	0	PROVEN	74
36212	res_mob_god_elemental	0	PROVEN	74
36213	res_mob_god_elemental	0	PROVEN	74
36214	res_mob_god_elemental	0	PROVEN	74
36215	res_mob_god_elemental	0	PROVEN	74
36216	res_mob_god_elemental	0	PROVEN	74
36217	res_etc_event_pandora	0	PROVEN	44
36218	res_etc_event_pandora	0	PROVEN	44
36219	res_etc_event_pandora	0	PROVEN	44
36220	res_etc_event_pandora	0	PROVEN	44
36221	res_etc_event_pandora	0	PROVEN	44
36222	res_etc_event_pandora	0	PROVEN	44
36223	res_etc_event_pandora	0	PROVEN	44
36224	res_etc_event_pandora	0	PROVEN	44
36225	res_mob_god_ghost_marauder	0	PROVEN	44
36226	res_mob_god_ghost_marauder	0	PROVEN	44
36227	res_mob_god_ghost_marauder	0	PROVEN	44
36228	res_mob_god_ghost_marauder	0	PROVEN	44
36229	res_mob_god_ghost_marauder	0	PROVEN	44
36230	res_mob_god_ghost_marauder	0	PROVEN	44
36231	res_mob_god_ghost_marauder	0	PROVEN	44
36232	res_mob_god_ghost_marauder	0	PROVEN	44
36233	res_mob_god_ghost_seiren	0	PROVEN	48
36234	res_mob_god_ghost_seiren	0	PROVEN	48
36235	res_mob_god_ghost_seiren	0	PROVEN	48
36236	res_mob_god_ghost_seiren	0	PROVEN	48
36237	res_mob_god_ghost_seiren	0	PROVEN	48
36238	res_mob_god_ghost_seiren	0	PROVEN	48
36239	res_mob_god_ghost_seiren	0	PROVEN	48
36240	res_mob_god_ghost_seiren	0	PROVEN	48
