# OpenSilkroadMap derived Android region catalog
# source: Data.pk2 /RegionInfo.txt (sha256 787d9b417cf3044ff9260f484656002089f7406afd57f229a3c5ac85460739ff)
# format: <type>\t<name>\t<code>\t<cell tokens: x:y or x:y:R:x0:y0:x1:y1>
# sections=72 cells=3468
TOWN	Hotan		133:92:R:1860:380:1920:580,134:91:R:960:580:1920:1920,134:92,134:93:R:960:0:1920:640,134:94:R:1600:320:1920:1280,135:90:R:1040:1160:1240:1920,135:91,135:92,135:93,135:94,136:91,136:92,136:93,136:94,137:92:R:0:320:480:600
FIELD	Hotan_Field		130:95:R:640:640:1920:1920,130:96,131:89:R:1600:1280:1920:1920,131:90:R:1600:0:1920:1920,131:91:R:960:960:1920:1920,131:92:R:920:0:920:1920,131:93:R:680:0:1920:960,131:94,131:95,131:96,132:89,132:90,132:91,132:92,132:93,132:94,132:95,133:88,133:89,133:90,133:91,133:92,133:93,133:94,133:95,133:96,133:97,133:98,134:89,134:90,134:91,134:92:R:0:580:640:1920,134:93,134:94,134:95,134:96,134:97,134:98,135:89,135:90,135:95,135:96,135:97,135:98,136:89,136:90,136:91:R:1600:0:1920:320,136:93:R:1280:0:1920:1920,136:94:R:1280:0:1920:1920,136:95,136:96,136:97,136:98,137:89,137:90,137:91,137:92,137:93,137:94,137:95,137:96,137:97,137:98,138:89,138:90,138:91,138:92,138:93,138:94,138:95,138:96,138:97,138:98,139:88,139:89,139:90,139:91,139:92,139:93,139:94,139:95,139:96,139:97,140:88,140:89,140:90,140:91,140:92,140:93,140:94,140:95,140:96,140:97,140:98,141:88,141:89,141:90,141:91,141:92,141:93,141:94,141:95,141:96,141:97,141:98,141:99,141:100,141:101,142:95,142:96,142:98,142:99,135:99:R:640:0:1920:640,136:99:R:0:0:640:640
FIELD	Karakoram		121:85,121:86,121:87,121:88,121:92,121:93,121:94,122:85,122:86,122:87,122:88,122:89,122:90,122:91,122:92,122:93,123:85,123:86,123:87,123:88,123:89,123:90,123:91,123:92,123:93,123:94,124:84,124:85,124:86,124:87,124:88,124:89,124:90,124:91,124:92,124:93,124:94,125:84,125:85,125:86,125:87,125:88,125:89,125:90,125:91,125:92,125:93,125:94,126:84,126:85,126:86,126:87,126:88,126:89,126:90,126:91,126:92,126:93,126:94,127:84,127:85,127:86,127:87,127:88,127:89,127:90,127:91,127:92,127:93,127:94,127:96,128:84,128:85,128:86,128:87,128:88,128:89,128:90,128:91,128:92,128:93,128:94,128:95,129:85,129:86,129:87,129:88,129:89,129:90,129:91,129:92,129:93,129:94,129:95,130:85,130:86,130:87,130:88,130:89,130:90,130:91,130:92,130:93,130:94,130:95,131:85,131:86,131:87,131:88,131:89,131:90,131:91,131:92,131:93,131:94:R:0:320:320:1600,126:95,127:95
FIELD	Taklamakan		125:98,125:99,125:100,125:101,125:102,126:97,126:98,126:99,126:100,126:101,126:102,126:103,126:104,126:105,127:97,127:98,127:99,127:100,127:101,127:102,127:103,127:104,127:105,128:98,128:99,128:100,128:101,128:102,128:103,128:104,128:105,129:99,129:100,129:101,129:102,129:103,129:104,129:105,130:99,130:100,130:101,130:102,130:103,130:104,130:105,131:98,131:99,131:100,131:101,131:102,131:103,131:104,131:105,132:98,132:99,132:100,132:101,132:102,132:103,132:104,132:105,133:99,133:100,133:101,133:102,133:103,133:104,133:105,134:99,134:100,134:101,134:102,134:103,134:104,134:105,135:99,135:100,135:101,135:102,135:103,135:104,135:105,136:99,136:100,136:101,136:102,136:103,136:104,136:105,137:99,137:100,137:101,137:102,137:103,137:104,137:105,138:99,138:100,138:101,138:102,138:103,138:104,139:100,139:101,139:103
FIELD	Roc_Mountain		104:90,104:91,104:92,104:93,104:94,104:95,104:96,104:97,105:87,105:88,105:89,105:90,105:91,105:92,105:93,105:94,105:95,105:96,105:97,106:85,106:86,106:87,106:88,106:89,106:90,106:91,106:92,106:93,106:94,106:95,106:96,106:97,106:98,107:85,107:86,107:87,107:88,107:89,107:90,107:91,107:92,107:93,107:94,107:95,107:96,107:97,107:98,108:85,108:86,108:87,108:88,108:89,108:90,108:91,108:92,108:93,108:94,108:95,108:96,108:97,108:98,109:85,109:86,109:87,109:88,109:89,109:90,109:91,109:92,109:93,109:94,109:95,109:96,109:97,109:98,110:85,110:86,110:87,110:88,110:89,110:90,110:91,110:92,110:93,110:94,110:95,110:96,110:97,111:85,111:86,111:87,111:88,111:89,111:90,111:91,111:92,111:93,111:94,111:95,111:96,111:97,112:85,112:86,112:87,112:88,112:89,112:90,112:91,112:92,112:93,112:94,112:95,112:96,112:97,112:98,113:84,113:85,113:86,113:87,113:88,113:89,113:90,113:91,113:92,113:93,113:94,113:95,113:96,113:97,113:98,114:84,114:85,114:86,114:87,114:88,114:89,114:90,114:91,114:92,114:93,114:94,114:95,114:96,114:97,114:98,115:84,115:85,115:86,115:87,115:88,115:89,115:90,115:91,115:92,115:93,115:94,115:95,115:96,115:97,115:98,116:84,116:85,116:86,116:87,116:88,116:89,116:90,116:91,116:92,116:93,116:94,116:95,116:96,116:97,117:84,117:85,117:86,117:87,117:88,117:89,117:90,117:91,117:92,117:93,117:94,117:95,117:96,117:97,118:86,118:87,118:90,118:91,118:92,118:94,118:95,188:99,188:100,188:101,188:102,189:99,189:100,189:101,189:102,190:100,190:101,190:102,192:100
TOWN	Constantinople		76:105:R:1680:1400:1920:1620,77:103,77:104,77:105,77:106,77:107,78:103,78:104,78:105,78:106,78:107,79:103,79:104,79:105,79:106,79:107,79:108:R:1140:0:1360:200,80:103,80:104,80:105,80:106,80:107,81:105,81:106,81:107
FIELD	Eastern_Europe		182:87,68:96,68:97,68:98,68:99,68:100,68:101,68:102,68:103,68:104,68:105,68:106,68:107,68:108,68:109,68:110,69:95,69:96,69:97,69:98,69:99,69:100,69:101,69:102,69:103,69:104,69:105,69:106,69:107,69:108,69:109,69:110,70:95,70:96,70:97,70:98,70:99,70:100,70:101,70:102,70:103,70:104,70:105,70:106,70:107,70:108,70:109,70:110,71:95,71:96,71:97,71:98,71:99,71:100,71:101,71:102,71:103,71:104,71:105,71:106,71:107,71:108,71:109,71:110,72:96,72:97,72:98,72:99,72:100,72:101,72:102,72:103,72:104,72:105,72:106,72:107,72:108,72:109,72:110,73:96,73:97,73:98,73:99,73:100,73:101,73:102,73:103,73:104,73:105,73:106,73:107,73:108,73:109,73:110,74:96,74:97,74:98,74:99,74:100,74:101,74:102,74:103,74:104,74:105,74:106,74:107,74:108,74:109,74:110,75:97,75:98,75:99,75:100,75:101,75:102,75:103,75:104,75:105,75:106,75:107,75:108,75:109,75:110,76:98,76:99,76:100,76:101,76:102,76:103,76:104,76:105,76:106,76:107,76:108,76:109,76:110,77:98,77:99,77:100,77:101,77:102,77:103:R:0:0:320:640,77:108,77:109,77:110,78:108,78:109,78:110,79:108,79:109,79:110,80:108,80:109,80:110,81:108,81:109
FIELD	Asia_Minor		88:102,88:104,89:99,89:100,89:101,89:102,89:103,89:104,89:105,90:99,90:100,90:101,90:102,90:103,90:104,90:105,91:99,91:100,91:101,91:102,91:103,91:104,91:105,91:106,92:98,92:99,92:100,92:101,92:102,92:103,92:104,92:105,92:106,92:107,93:97,93:98,93:99,93:100,93:101,93:102,93:103,93:104,93:105,93:106,94:97,94:98,94:99,94:100,94:101,94:102,94:103,94:104,94:105,94:106,95:97,95:98,95:99,95:100,95:101,95:102,95:103,95:104,95:105,95:106,96:97,96:98,96:99,96:100,96:101,96:102,96:103,96:104,96:105,96:106,96:107,97:97,97:98,97:99,97:100,97:101,97:102,97:103,97:104,97:105,97:106,97:107,98:97,98:98,98:99,98:100,98:101,98:102,98:103,98:104,98:105,98:106,99:96,99:97,99:98,99:99,99:100,99:101,99:102,99:103,99:104,99:105,100:96,100:97,100:98,100:99,100:100,100:101,100:102,100:103,100:104,100:105,100:106,100:107,101:96,101:97,101:98,101:99,101:100,101:101,101:102,101:103,101:104,101:105,101:106,101:107,102:96,102:97,102:98,102:99,102:100,102:101,102:102,102:103,102:104,102:105,102:106,102:107,103:100,103:101,103:102,103:103,103:104,103:105,104:100,104:101,104:102,104:103,104:104,104:105
TOWN	Samarkand		106:106:R:1820:1280:1920:1920,106:107:R:1820:0:1920:960,107:106,107:107,107:108:R:960:0:1920:240,108:106,108:107,108:108:R:0:0:900:240,109:106:R:0:1280:120:1920,109:107:R:0:0:120:920
FIELD	Central_Asia		104:100:R:0:0:960:1920,104:101:R:0:0:960:1920,104:102:R:0:0:960:1920,104:103:R:0:0:960:1920,104:104:R:0:0:960:1920,104:105:R:0:0:960:1920,104:106,104:107,105:101,105:102,105:103,105:104,105:105,105:106,105:107,105:108,106:101,106:102,106:103,106:104,106:105,106:106,106:107,106:108,107:101,107:102,107:103,107:104,107:105,107:106:R:0:0:320:880,107:106:R:320:0:960:320,107:107:R:0:1540:500:1920,107:108,108:102,108:103,108:104,108:105,108:106:R:1280:0:1920:400,108:106:R:1720:400:1920:900,108:107:R:1540:1540:1920:1920,108:108,109:102,109:103,109:104,109:105,109:106,109:107,109:108,110:102,110:103,110:104,110:105,110:106,110:107,110:108,111:102,111:103,111:104,111:105,111:106,111:107,111:108,112:102,112:103,112:104,112:105,112:106,112:107,112:108,113:102,113:103,113:104,113:105,113:106,113:107,113:108,114:102,114:103,114:104,114:105,114:106,114:107,114:108,115:102,115:103,115:104,115:105,115:106,115:107,115:108,116:101,116:102,116:103,116:104,116:105,116:106,116:107,116:108,117:101,117:102,117:103,117:104,117:105,117:106,117:107,117:108,118:101,118:102,118:103,118:104,118:105,118:106,118:107,119:101,119:102,119:103,119:104,119:105,119:106,120:102,120:103,120:104,120:105,120:106
TOWN	Alexandria		48:95,47:94,48:94,47:93,48:93,49:93,47:92,48:92,49:92,50:92,51:92:R:0:0:1520:1760,46:91,47:91,48:91,49:91,50:91,51:91:R:0:980:1240:1920,46:90,47:90,48:90,49:90,47:89,48:89,49:89:R:0:790:780:1920,46:89,45:90,45:91,46:92,46:93,46:94,47:95,47:96,48:96,49:96,49:95,49:94
FIELD	Alexandria_Delta		50:93,51:93,52:93,53:93,54:93,55:93,56:93,52:92,53:92,54:92,55:92,56:92,52:91,53:91,54:91,55:91,50:90,51:90,52:90,53:90,54:90,55:90,50:89,51:89,52:89,53:89,54:89,48:88,49:88,50:88,51:88,52:88,53:88,54:88,50:87,51:87,52:87,53:87,51:86,52:86,53:86,52:85,50:94,51:94,52:94,53:94,54:94,55:94,56:94,57:94,57:93,57:92,57:91,56:91,56:90,56:89,55:89,55:88,55:87,54:87,54:86,54:85,53:85,53:84,52:84,51:84,51:85,50:85,50:86,49:86,49:87,48:87,47:87,47:88,51:92,51:91,50:91:R:0:0:840:620,50:91:R:0:0:1920:400,49:91:R:1700:0:1920:320,49:91:R:1760:320:1920:520,49:90:R:480:0:1920:640,49:90:R:960:640:1920:960,49:90:R:1140:960:1920:1280,49:90:R:1320:1280:1920:1600,49:90:R:1500:1600:1920:1920,49:89,48:89:R:0:0:0:960,48:89:R:0:960:1620:1280,48:89:R:640:0:0:640
FIELD	Kings_Valley		56:77,57:77,58:77,59:77,60:77,61:77,62:77,63:77,64:77,65:77,66:77,67:77,68:77,69:77,70:77,71:77,72:77,73:77,74:77,75:77,56:76,57:76,58:76,59:76,60:76,61:76,62:76,63:76,64:76,65:76,66:76,67:76,68:76,69:76,70:76,71:76,72:76,73:76,74:76,75:76,56:75,57:75,58:75,59:75,60:75,61:75,62:75,63:75,64:75,65:75,66:75,67:75,68:75,69:75,70:75,71:75,72:75,73:75,74:75,75:75,56:74,57:74,58:74,59:74,60:74,61:74,62:74,63:74,64:74,65:74,66:74,67:74,68:74,69:74,70:74,71:74,72:74,73:74,74:74,75:74,56:73,57:73,58:73,59:73,60:73,61:73,62:73,63:73,64:73,65:73,66:73,67:73,68:73,69:73,70:73,71:73,72:73,73:73,74:73,75:73,56:72,57:72,58:72,59:72,60:72,61:72,62:72,63:72,64:72,65:72,66:72,67:72,68:72,69:72,70:72,71:72,72:72,73:72,74:72,75:72,75:72
FIELD	Storm_Desert		64:88,65:88,66:88,67:88,68:88,69:88,70:88,71:88,72:88,73:88,74:88,75:88,76:88,64:87,65:87,66:87,67:87,68:87,69:87,70:87,71:87,72:87,73:87,74:87,75:87,76:87,64:86,65:86,66:86,67:86,68:86,69:86,70:86,71:86,72:86,73:86,74:86,75:86,76:86,64:85,65:85,66:85,67:85,68:85,69:85,70:85,71:85,72:85,73:85,74:85,75:85,76:85,64:84,65:84,66:84,67:84,68:84,69:84,70:84,71:84,72:84,73:84,74:84,75:84,76:84,64:83,65:83,66:83,67:83,68:83,69:83,70:83,71:83,72:83,73:83,74:83,75:83,76:83,64:82,65:82,66:82,67:82,68:82,69:82,70:82,71:82,72:82,73:82,74:82,75:82,76:82,64:81,65:81,66:81,67:81,68:81,69:81,70:81,71:81,72:81,73:81,74:81,75:81,76:81
FIELD	Pharaoh_Novice		191:118,191:117,191:116,191:115,191:114,191:113,192:118,192:117,192:116,192:115,192:114,192:113,193:118,193:117,193:116,193:115,193:114,193:113,194:118,194:117,194:116,194:115,194:114,194:113,195:118,195:117,195:116,195:115,195:114,195:113,196:118,196:117,196:116,196:115,196:114,196:113
FIELD	Pharaoh_Expert		191:125,192:125,193:125,194:125,195:125,196:125,197:125,191:124,192:124,193:124,194:124,195:124,196:124,197:124,191:123,192:123,193:123,194:123,195:123,196:123,197:123,191:122,192:122,193:122,194:122,195:122,196:122,197:122,191:121,192:121,193:121,194:121,195:121,196:121,197:121,191:120,192:120,193:120,194:120,195:120,196:120,197:120
FIELD	Pharaoh_Master		178:125,179:125,180:125,181:125,182:125,183:125,184:125,178:124,179:124,180:124,181:124,182:124,183:124,184:124,178:123,179:123,180:123,181:123,182:123,183:123,184:123,178:122,179:122,180:122,181:122,182:122,183:122,184:122,178:121,179:121,180:121,181:121,182:121,183:121,184:121,178:120,179:120,180:120,181:120,182:120,183:120,184:120
FIELD	Job_Temple	egypt	10:128,11:128,12:128,13:128,14:128,15:128,16:128
FIELD	BattleArena_Score		215:126,211:126,211:125,219:126,220:126
FIELD	BattleArena_Flag		218:121,218:122,219:121,212:122,212:121,213:122,213:121,215:122,215:121,216:121,216:122
FIELD	BattleArena_Ocuppy		214:116,214:115,214:114,215:115,215:114,212:115,212:114,213:115,213:114
FIELD	BattleArena_GNGWC		210:110,211:110,212:110,213:110,210:109,211:109,212:109,213:109,210:108,211:108,212:108,213:108
FIELD	Fortress_Dungeon	fort_dungeon	17:128
FIELD	FGW_EarthGhostTown		127:225,127:226,127:227,127:228,127:229,127:230,127:231,127:232,126:225,126:226,126:227,126:228,126:229,126:230,126:231,126:232,125:225,125:226,125:227,125:228,125:229,125:230,125:231,125:232,124:225,124:226,124:227,124:228,124:229,124:230,124:231,124:232,123:225,123:226,123:227,123:228,123:229,123:230,123:231,123:232,122:225,122:226,122:227,122:228,122:229,122:230,122:231,122:232,121:225,121:226,121:227,121:228,121:229,121:230,121:231,121:232
FIELD	FGW_FlameMountain	flame_dungeon	18:128
FIELD	FGW_Wreck		237:117,237:116,237:115,237:114,237:113,237:112,237:111,237:110,237:109,237:108,237:107,237:106,237:105,237:104,238:117,238:116,238:115,238:114,238:113,238:112,238:111,238:110,238:109,238:108,238:107,238:106,238:105,238:104,239:117,239:116,239:115,239:114,239:113,239:112,239:111,239:110,239:109,239:108,239:107,239:106,239:105,239:104,240:117,240:116,240:115,240:114,240:113,240:112,240:111,240:110,240:109,240:108,240:107,240:106,240:105,240:104,241:117,241:116,241:115,241:114,241:113,241:112,241:111,241:110,241:109,241:108,241:107,241:106,241:105,241:104,242:117,242:116,242:115,242:114,242:113,242:112,242:111,242:110,242:109,242:108,242:107,242:106,242:105,242:104,243:117,243:116,243:115,243:114,243:113,243:112,243:111,243:110,243:109,243:108,243:107,243:106,243:105,243:104,244:117,244:116,244:115,244:114,244:113,244:112,244:111,244:110,244:109,244:108,244:107,244:106,244:105,244:104,245:117,245:116,245:115,245:114,245:113,245:112,245:111,245:110,245:109,245:108,245:107,245:106,245:105,245:104,246:117,246:116,246:115,246:114,246:113,246:112,246:111,246:110,246:109,246:108,246:107,246:106,246:105,246:104,247:117,247:116,247:115,247:114,247:113,247:112,247:111,247:110,247:109,247:108,247:107,247:106,247:105,247:104,248:117,248:116,248:115,248:114,248:113,248:112,248:111,248:110,248:109,248:108,248:107,248:106,248:105,248:104,249:117,249:116,249:115,249:114,249:113,249:112,249:111,249:110,249:109,249:108,249:107,249:106,249:105,249:104,250:117,250:116,250:115,250:114,250:113,250:112,250:111,250:110,250:109,250:108,250:107,250:106,250:105,250:104,251:117,251:116,251:115,251:114,251:113,251:112,251:111,251:110,251:109,251:108,251:107,251:106,251:105,251:104,252:117,252:116,252:115,252:114,252:113,252:112,252:111,252:110,252:109,252:108,252:107,252:106,252:105,252:104,220:117,220:116,220:115,220:114,220:113,220:112,220:111,220:110,220:109,220:108,220:107,220:106,220:105,220:104,221:117,221:116,221:115,221:114,221:113,221:112,221:111,221:110,221:109,221:108,221:107,221:106,221:105,221:104,222:117,222:116,222:115,222:114,222:113,222:112,222:111,222:110,222:109,222:108,222:107,222:106,222:105,222:104,223:117,223:116,223:115,223:114,223:113,223:112,223:111,223:110,223:109,223:108,223:107,223:106,223:105,223:104,224:117,224:116,224:115,224:114,224:113,224:112,224:111,224:110,224:109,224:108,224:107,224:106,224:105,224:104,225:117,225:116,225:115,225:114,225:113,225:112,225:111,225:110,225:109,225:108,225:107,225:106,225:105,225:104,226:117,226:116,226:115,226:114,226:113,226:112,226:111,226:110,226:109,226:108,226:107,226:106,226:105,226:104,227:117,227:116,227:115,227:114,227:113,227:112,227:111,227:110,227:109,227:108,227:107,227:106,227:105,227:104,228:117,228:116,228:115,228:114,228:113,228:112,228:111,228:110,228:109,228:108,228:107,228:106,228:105,228:104,229:117,229:116,229:115,229:114,229:113,229:112,229:111,229:110,229:109,229:108,229:107,229:106,229:105,229:104,230:117,230:116,230:115,230:114,230:113,230:112,230:111,230:110,230:109,230:108,230:107,230:106,230:105,230:104,231:117,231:116,231:115,231:114,231:113,231:112,231:111,231:110,231:109,231:108,231:107,231:106,231:105,231:104,232:117,232:116,232:115,232:114,232:113,232:112,232:111,232:110,232:109,232:108,232:107,232:106,232:105,232:104,233:117,233:116,233:115,233:114,233:113,233:112,233:111,233:110,233:109,233:108,233:107,233:106,233:105,233:104,234:117,234:116,234:115,234:114,234:113,234:112,234:111,234:110,234:109,234:108,234:107,234:106,234:105,234:104,235:117,235:116,235:115,235:114,235:113,235:112,235:111,235:110,235:109,235:108,235:107,235:106,235:105,235:104
FIELD	Cemetery		215:110,215:109,215:108,215:107,216:110,216:109,216:108,216:107,217:110,217:109,217:108,217:107,218:110,218:109,218:108,218:107
FIELD	Jupiter_Temple_A		235:125,235:124,235:123,236:125,236:124,236:123,237:125,237:124,237:123
FIELD	Jupiter_Temple_Boss_1	jupiter	19:128
FIELD	Jupiter_Temple_Boss_2	jupiter	20:128
FIELD	Jupiter_Temple_Boss_3	jupiter	21:128
FIELD	Jupiter_Temple_B	jupiter	22:128
FIELD	Mirror_Dimension		200:100,200:99,200:98,200:97,200:96,200:95,200:94,200:93,200:92,200:91,200:90,200:89,200:88,200:87,200:86,200:85,200:84,201:100,201:99,201:98,201:97,201:96,201:95,201:94,201:93,201:92,201:91,201:90,201:89,201:88,201:87,201:86,201:85,201:84,202:100,202:99,202:98,202:97,202:96,202:95,202:94,202:93,202:92,202:91,202:90,202:89,202:88,202:87,202:86,202:85,202:84,203:100,203:99,203:98,203:97,203:96,203:95,203:94,203:93,203:92,203:91,203:90,203:89,203:88,203:87,203:86,203:85,203:84,204:100,204:99,204:98,204:97,204:96,204:95,204:94,204:93,204:92,204:91,204:90,204:89,204:88,204:87,204:86,204:85,204:84,205:100,205:99,205:98,205:97,205:96,205:95,205:94,205:93,205:92,205:91,205:90,205:89,205:88,205:87,205:86,205:85,205:84,206:100,206:99,206:98,206:97,206:96,206:95,206:94,206:93,206:92,206:91,206:90,206:89,206:88,206:87,206:86,206:85,206:84,207:100,207:99,207:98,207:97,207:96,207:95,207:94,207:93,207:92,207:91,207:90,207:89,207:88,207:87,207:86,207:85,207:84,208:100,208:99,208:98,208:97,208:96,208:95,208:94,208:93,208:92,208:91,208:90,208:89,208:88,208:87,208:86,208:85,208:84,209:100,209:99,209:98,209:97,209:96,209:95,209:94,209:93,209:92,209:91,209:90,209:89,209:88,209:87,209:86,209:85,209:84,210:100,210:99,210:98,210:97,210:96,210:95,210:94,210:93,210:92,210:91,210:90,210:89,210:88,210:87,210:86,210:85,210:84,211:100,211:99,211:98,211:97,211:96,211:95,211:94,211:93,211:92,211:91,211:90,211:89,211:88,211:87,211:86,211:85,211:84,212:100,212:99,212:98,212:97,212:96,212:95,212:94,212:93,212:92,212:91,212:90,212:89,212:88,212:87,212:86,212:85,212:84,213:100,213:99,213:98,213:97,213:96,213:95,213:94,213:93,213:92,213:91,213:90,213:89,213:88,213:87,213:86,213:85,213:84,214:100,214:99,214:98,214:97,214:96,214:95,214:94,214:93,214:92,214:91,214:90,214:89,214:88,214:87,214:86,214:85,214:84
TOWN	CHINA_SYSTEM		187:94,188:94,189:94,187:95,188:95,94:187,94:188,94:189,95:187,95:188
FIELD	Constantinople_Fortress		91:63,91:62,91:61,91:60,92:60,92:61,92:62,92:63,93:63,94:63
FIELD	Eastern_Europe		76:100,77:101,77:102
FIELD	Styria_Clash		241:125,242:125,241:124,242:124
FIELD	Baghdad_Dungeon		82:91,83:91,84:91,85:91,86:91,82:92,83:92,84:92,85:92,86:92,82:93,83:93,84:93,85:93,86:93,82:94,83:94,84:94,85:94,86:94
FIELD	Kirk		82:86,83:86,84:86,85:86,86:86,87:86,82:87,83:87,84:87,85:87,86:87,87:87,82:88,83:88,84:88,85:88,86:88,87:88,82:89,83:89,84:89,85:89,86:89,87:89
FIELD	Phantom_Desert		79:73,80:73,81:73,82:73,79:74,80:74,81:74,82:74,79:75,80:75,81:75,82:75,79:76,80:76,81:76,82:76,79:77,80:77,81:77,82:77,79:78,80:78,81:78,82:78,79:79,80:79,81:79,82:79,79:80,80:80,81:80,82:80,79:81,80:81,81:81,82:81
FIELD	Baghdad		90:85,88:89,89:89,90:89,91:89,92:89,93:89,88:88,89:88,90:88,91:88,92:88,93:88,94:88,88:87,89:87,90:87,91:87,92:87,93:87,88:86,89:86,90:86,91:86,92:86,93:86
