1	33	STORE_CH_SPECIAL2	xxx	0	7565	653	0	0	0	0	0	0	0	0	0	xxx	xxx
1	34	STORE_WC_SPECIAL2	xxx	0	7566	654	0	0	0	0	0	0	0	0	0	xxx	xxx
1	35	STORE_TK_SPECIAL	xxx	0	7569	655	0	0	0	0	0	0	0	0	0	xxx	xxx
1	36	STORE_RM_SPECIAL	xxx	0	7567	656	0	0	0	0	0	0	0	0	0	xxx	xxx
1	37	STORE_AM_SPECIAL	xxx	0	7568	657	0	0	0	0	0	0	0	0	0	xxx	xxx
1	38	MALL_PREMIUM	xxx	0	-268435451	667	0	0	0	0	0	0	0	0	0	xxx	xxx
1	39	MALL_ARCHEMY	xxx	0	-268435450	668	669	0	0	0	0	0	0	0	0	xxx	xxx
1	40	STORE_CH_GUILD	xxx	0	2021	670	671	672	0	0	0	0	0	0	0	xxx	xxx
1	41	STORE_WC_GUILD	xxx	0	9273	673	674	675	0	0	0	0	0	0	0	xxx	xxx
1	42	STORE_KT_GUILD	xxx	0	9274	676	677	678	0	0	0	0	0	0	0	xxx	xxx
1	43	STORE_EU_GUILD	xxx	0	7525	679	680	681	0	0	0	0	0	0	0	xxx	xxx
1	45	STORE_CA_GUILD	xxx	0	10364	738	739	740	0	0	0	0	0	0	0	xxx	xxx
1	46	STORE_EU_SMITH	xxx	0	7495	694	695	696	0	0	0	0	0	0	0	xxx	xxx
1	47	STORE_EU_ARMOR	xxx	0	7496	697	698	699	700	701	702	0	0	0	0	xxx	xxx
1	48	STORE_EU_ACCESSORY	xxx	0	7498	704	705	706	0	0	0	0	0	0	0	xxx	xxx
1	49	STORE_EU_POTION	xxx	0	7497	703	0	0	0	0	0	0	0	0	0	xxx	xxx
1	50	STORE_EU_STABLE	xxx	0	7499	707	708	709	710	0	0	0	0	0	0	xxx	xxx
1	51	STORE_EU_SPECIAL	xxx	0	7500	711	0	0	0	0	0	0	0	0	0	xxx	xxx
1	52	STORE_EU_TRADER	xxx	0	7501	712	713	0	0	0	0	0	0	0	0	xxx	xxx
1	53	STORE_EU_HUNTER	xxx	0	7504	714	715	0	0	0	0	0	0	0	0	xxx	xxx
1	54	STORE_CA_SMITH	xxx	0	7530	716	717	718	0	0	0	0	0	0	0	xxx	xxx
1	55	STORE_CA_ARMOR	xxx	0	7531	719	720	721	722	723	724	0	0	0	0	xxx	xxx
1	56	STORE_CA_ACCESSORY	xxx	0	7533	726	727	728	0	0	0	0	0	0	0	xxx	xxx
1	57	STORE_CA_POTION	xxx	0	7532	725	0	0	0	0	0	0	0	0	0	xxx	xxx
1	58	STORE_CA_STABLE	xxx	0	7534	729	730	731	732	0	0	0	0	0	0	xxx	xxx
1	59	STORE_CA_SPECIAL	xxx	0	7535	733	0	0	0	0	0	0	0	0	0	xxx	xxx
1	60	STORE_CA_TRADER	xxx	0	7536	734	735	0	0	0	0	0	0	0	0	xxx	xxx
1	61	STORE_CA_HUNTER	xxx	0	7538	736	737	0	0	0	0	0	0	0	0	xxx	xxx
