1	15	1016	STORE_EU_TRADER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1017	STORE_EU_HUNTER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1018	STORE_CA_SMITH	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1019	STORE_CA_ARMOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1020	STORE_CA_ACCESSORY	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1021	STORE_CA_POTION	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1022	STORE_CA_STABLE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1023	STORE_CA_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1024	STORE_CA_TRADER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1025	STORE_CA_HUNTER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1026	STORE_CH_OFFICIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1028	STORE_KT_OFFICIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1029	STORE_EU_OFFICIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1031	STORE_JA_BATTLEAIDE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1033	STORE_HT_BATTLEAIDE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1034	STORE_CT_BATTLEAIDE	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1472	STORE_CH_HONOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1473	STORE_WC_HONOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1474	STORE_KT_HONOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1475	STORE_EU_HONOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1476	STORE_CA_HONOR	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1477	STORE_CH_HONOR2	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	1478	STORE_WC_HONOR2	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	2528	STORE_SD_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	2529	STORE_VE_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	2530	STORE_DE_SPECIAL	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	2531	STORE_SD_SET	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	2532	STORE_SD_ACCESSORY	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	2641	STORE_BATTLE_ARENA	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	3039	STORE_NEW_TRADE_HUNTER	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
1	15	3040	STORE_NEW_TRADE_THIEF	-1	xxx	-1	xxx	-1	xxx	-1	xxx	
//A'Dan Z'Ye Silkroad Private Server Editleri
