#section	WLocalmap																					
2006	진시황릉	B	2	6	32774	22	10	1408	640	117	132	138	123	0.25 	interface\worldmap\dungeon\map_world_jinf02_	6 	QT_A01_FLOOR02	1	0	0	0	0
2007	진시황릉	B	3	6	32773	24	24	768	768	116	139	139	116	0.125 	interface\worldmap\dungeon\map_world_jinf03_	5 	QT_A01_FLOOR03	1	0	0	0	0
2008	진시황릉	B	4	6	32772	20	22	1280	1408	118	138	137	117	0.25 	interface\worldmap\dungeon\map_world_jinf04_	4 	QT_A01_FLOOR04	1	0	0	0	0
2009	진시황릉	B	5	6	32771	19	20	1216	1280	119	137	137	118	0.25	interface\worldmap\dungeon\map_world_jinf05_	3 	QT_A01_FLOOR05	1	0	0	0	0
2010	진시황릉	B	6	6	32770	12	10	768	640	122	132	133	123	0.25 	interface\worldmap\dungeon\map_world_jinf06_	2 	QT_A01_FLOOR06	1	0	0	0	0
2011	이집트	F	1	1	32778	11	6	1408	768	123	130	133	125	0.5	interface\worldmap\dungeon\map_world_shrine	10	RN_SD_EGYPT1_01	1	0	0	0	0
2012	이집트	F	1	1	32779	11	6	1408	768	123	130	133	125	0.5	interface\worldmap\dungeon\map_world_shrine	11	RN_SD_EGYPT1_01	1	0	0	0	0
2013	이집트	F	1	1	32780	11	6	1408	768	123	130	133	125	0.5	interface\worldmap\dungeon\map_world_shrine	12	RN_SD_EGYPT1_01	1	0	0	0	0
2014	이집트	F	1	1	32781	11	6	1408	768	123	130	133	125	0.5	interface\worldmap\dungeon\map_world_shrine	13	RN_SD_EGYPT1_01	1	0	0	0	0
2015	이집트	F	1	1	32782	11	6	1408	768	123	130	133	125	0.5	interface\worldmap\dungeon\map_world_shrine	14	RN_SD_EGYPT1_01	1	0	0	0	0
2016	이집트	F	1	1	32783	4	2	768	384	126	128	129	127	0.75	interface\worldmap\dungeon\map_world_shrine2	15	RN_SD_EGYPT1_02	1	0	0	0	0
2017	이집트	F	1	1	32784	11	6	1408	768	123	130	133	125	0.5	interface\worldmap\dungeon\map_world_shrine	16	RN_SD_EGYPT1_01	1	0	0	0	0
2018	참선굴(요새보상인던)	B	1	1	32785	3	3	768	768	127	128	129	126	1.0 	interface\worldmap\dungeon\map_world_donf01_	17	FORT_DUNGEON01	1	0	0	0	0
2019	화염산	F	1	1	32786	14	16	896	1024	121	134	134	119	0.25	interface\worldmap\dungeon\map_world_mountain_	18	FLAME_DUNGEON01	1	0	0	0	0
2020	유피테르신전A_보스1	F	1	1	32787	1	1	1024	1024	128	128	128	128	4	interface\worldmap\dungeon\map_world_jupiter_a_1_	19	RN_JUPITER_02	0	192	256	192	256
2021	유피테르신전A_보스2	F	1	1	32788	1	1	1024	1024	128	128	128	128	4	interface\worldmap\dungeon\map_world_jupiter_a_2_	20	RN_JUPITER_03	0	192	256	192	256
2022	유피테르신전A_보스3	F	1	1	32789	1	1	1024	1024	128	128	128	128	4	interface\worldmap\dungeon\map_world_jupiter_a_3_	21	RN_JUPITER_04	0	192	256	192	256
2023	유피테르신전B	F	1	1	32790	4	4	1024	1024	126	129	129	126	1	interface\worldmap\dungeon\map_world_jupiter_b_	22	RN_JUPITER_01	0	64	128	64	0
2024	칼리아의은신처	B	1	1	32793	2	2	1024	1024	127	128	128	127	2	interface\worldmap\dungeon\map_world_arabia_field_02_boss_	25	RN_ARABIA_FIELD_02_BOSS	0	128	256	128	256
2025	비밀의방	F	1	1	32794	1	1	1024	1024	128	128	128	128	4	interface\worldmap\dungeon\map_world_jupiter_a_3_	26	RN_BOSS_DUNGEON_01	0	192	256	192	256
