64	QNO_CH_POTION_5	0	ITEM_QNO_CH_POTION_5_04	xxx	xxx	0	3	0	0	0	0	
64	QNO_CH_POTION_5	0	ITEM_QNO_CH_POTION_5_05	xxx	xxx	0	3	0	0	0	0	
64	QNO_CH_POTION_5	0	ITEM_QNO_CH_POTION_5_06	xxx	xxx	0	3	0	0	0	0	
65	QNO_CH_EUROPE_3	0	ITEM_QNO_CH_EUROPE_3_04	xxx	xxx	0	3	0	0	0	0	
65	QNO_CH_EUROPE_3	0	ITEM_QNO_CH_EUROPE_3_05	xxx	xxx	0	3	0	0	0	0	
65	QNO_CH_EUROPE_3	0	ITEM_QNO_CH_EUROPE_3_06	xxx	xxx	0	3	0	0	0	0	
66	QNO_CH_LOTTERY_2	0	ITEM_QNO_CH_LOTTERY_2_02	xxx	xxx	0	1	0	0	0	0	
35	QNO_WC_PRIEST3_1	0	ITEM_ETC_SCROLL_RETURN_02	xxx	xxx	0	50	0	0	0	0	
128	QNO_RM_FLYSHIP2_2	0	ITEM_QNO_RM_FLYSHIP2_2_03	xxx	xxx	0	1	0	0	0	0	
128	QNO_RM_FLYSHIP2_2	0	ITEM_QNO_RM_FLYSHIP2_2_02	xxx	xxx	0	10	0	0	0	0	
130	QNO_RM_FLYSHIP1_2	0	ITEM_MALL_REPAIR_HAMMER	xxx	xxx	0	5	0	0	0	0	
131	QNO_RM_FLYSHIP1_3	0	ITEM_QNO_RM_FLYSHIP1_3_02	xxx	xxx	0	3	0	0	0	0	
162	QNO_RM_SLAVE2_2	0	ITEM_QNO_RM_SLAVE2_2_01	xxx	xxx	0	5	0	0	0	0	
137	QNO_RM_OLDWOMAN_2	0	ITEM_QNO_RM_OLDWOMAN_2_02	xxx	xxx	0	3	0	0	0	0	
142	QNO_RM_OLDWOMAN_7	0	ITEM_QNO_RM_OLDWOMAN_7_02	xxx	xxx	0	1	0	0	0	0	
163	QNO_EU_EASTEU_1	0	ITEM_QNO_EU_EASTEU_1_01	xxx	xxx	0	1	0	0	0	0	
165	QNO_EU_EASTEU_3	0	ITEM_QNO_EU_EASTEU_3_02	xxx	xxx	0	10	0	0	0	0	
206	QNO_EU_IVY_1	0	ITEM_QNO_EU_IVY_1_02	xxx	xxx	0	5	0	0	0	0	
207	QNO_EU_IVY_2	0	ITEM_QNO_EU_IVY_2_01	xxx	xxx	0	5	0	0	0	0	
208	QNO_EU_IVY_3	0	ITEM_QNO_EU_IVY_3_07	xxx	xxx	0	20	0	0	0	0	
230	QNO_CA_THIEF_5	0	ITEM_QNO_CA_THIEF_5_02	xxx	xxx	0	1	0	0	0	0	
237	QNO_CA_TREASURE_5	0	ITEM_QNO_CA_TREASURE_5_03	xxx	xxx	0	1	0	0	0	0	
251	QNO_CA_GORIA_7	0	ITEM_QNO_CA_GORIA_7_04	xxx	xxx	0	1	0	0	0	0	
265	QNO_TQ_FINDTHIEF_2	0	ITEM_QNO_TQ_FINDTHIEF_2_02	xxx	xxx	0	1	0	0	0	0	
287	QNO_TQ_ORNAMENT_4	0	ITEM_QNO_TQ_ORNAMENT_4_03	xxx	xxx	0	3	0	0	0	0	
294	QNO_TQ_GENERALORDER_4	0	ITEM_ETC_ARCHEMY_REINFORCE_RECIPE_WEAPON_B	xxx	xxx	0	5	0	0	0	0	
310	QNO_TQ_BAEKRYOUNG_16	0	ITEM_QNO_TQ_BAEKRYEONG_16_01	xxx	xxx	0	5	0	0	0	0	
311	QNO_TQ_BAEKRYOUNG_17	0	ITEM_CH_RING_10_C	xxx	xxx	0	1	0	0	0	0	
311	QNO_TQ_BAEKRYOUNG_17	0	ITEM_EU_RING_10_C	xxx	xxx	0	1	0	0	0	0	
121	QNO_WC_WAREHOUSE_W_3	0	ITEM_QNO_WC_WAREHOUSE_W_2_04	xxx	xxx	0	1	0	0	0	0	
59	QNO_CH_POTION_4	0	ITEM_ETC_MP_POTION_02	xxx	xxx	0	50	0	0	0	0	
59	QNO_CH_POTION_4	0	ITEM_ETC_MP_POTION_02	xxx	xxx	0	50	0	0	0	0	
59	QNO_CH_POTION_4	0	ITEM_ETC_MP_POTION_02	xxx	xxx	0	25	0	0	0	0	
67	QNO_CH_BIGMAN_1	0	ITEM_QNO_CH_BIGMAN_1_01	xxx	xxx	0	1	0	0	0	0	
73	QNO_WC_SOLDIER_EA2_3	0	ITEM_ETC_HP_POTION_03	xxx	xxx	0	50	0	0	0	0	
73	QNO_WC_SOLDIER_EA2_3	0	ITEM_ETC_HP_POTION_03	xxx	xxx	0	50	0	0	0	0	
73	QNO_WC_SOLDIER_EA2_3	0	ITEM_ETC_HP_POTION_03	xxx	xxx	0	50	0	0	0	0	
73	QNO_WC_SOLDIER_EA2_3	0	ITEM_ETC_HP_POTION_03	xxx	xxx	0	50	0	0	0	0	
73	QNO_WC_SOLDIER_EA2_3	0	ITEM_ETC_HP_POTION_03	xxx	xxx	0	50	0	0	0	0	
75	QNO_WC_ACCESSORY_3	0	ITEM_QNO_WC_ACCESSORY_3_03	xxx	xxx	0	1	0	0	0	0	
87	QNO_WC_SMITH_3	0	ITEM_QNO_WC_SMITH_3_02	xxx	xxx	0	5	0	0	0	0	
122	QNO_WC_POTION_4	0	ITEM_QNO_WC_POTION_4_01	xxx	xxx	0	2	0	0	0	0	
96	QNO_RM_MEETROC_6	0	ITEM_QNO_RM_MEETROC_6_01	xxx	xxx	0	1	0	0	0	0	
96	QNO_RM_MEETROC_6	0	ITEM_QNO_RM_MEETROC_ECT_01	xxx	xxx	0	1	0	0	0	0	
96	QNO_RM_MEETROC_6	0	ITEM_QNO_RM_MEETROC_ECT_02	xxx	xxx	0	1	0	0	0	0	
96	QNO_RM_MEETROC_6	0	ITEM_QNO_RM_MEETROC_ECT_03	xxx	xxx	0	1	0	0	0	0	
374	QNO_RM_MEETROC_ECT_1	0	ITEM_QNO_RM_MEETROC_ECT_1_01	xxx	xxx	0	5	0	0	0	0	
375	QNO_RM_MEETROC_ECT_2	0	ITEM_QNO_RM_MEETROC_ECT_2_01	xxx	xxx	0	3	0	0	0	0	
376	QNO_RM_MEETROC_ECT_3	0	ITEM_QNO_RM_MEETROC_ECT_3_01	xxx	xxx	0	1	0	0	0	0	
377	QNO_RM_ARCHEMY_1	0	ITEM_ETC_ARCHEMY_MAGICSTONE_SHARP_10	xxx	xxx	0	1	0	0	0	0	
378	QNO_RM_ARCHEMY_2	0	ITEM_ETC_ARCHEMY_MAGICSTONE_IRONWALL_10	xxx	xxx	0	1	0	0	0	0	
379	QNO_RM_ARCHEMY_3	0	ITEM_ETC_ARCHEMY_MAGICSTONE_GUARD_10	xxx	xxx	0	1	0	0	0	0	
380	QNO_RM_ARCHEMY_4	0	ITEM_ETC_ARCHEMY_MAGICSTONE_DEVIL_10	xxx	xxx	0	1	0	0	0	0	
381	QNO_RM_ARCHEMY_5	0	ITEM_ETC_ARCHEMY_MAGICSTONE_ABYSS_10	xxx	xxx	0	1	0	0	0	0	
382	QNO_RM_ARCHEMY_6	0	ITEM_ETC_ARCHEMY_MAGICSTONE_HEAT_10	xxx	xxx	0	1	0	0	0	0	
383	QNO_RM_ARCHEMY_7	0	ITEM_ETC_ARCHEMY_MAGICSTONE_STUPOR_10	xxx	xxx	0	1	0	0	0	0	
384	QNO_RM_ARCHEMY_8	0	ITEM_ETC_ARCHEMY_MAGICSTONE_STRONGMIND_10	xxx	xxx	0	1	0	0	0	0	
156	QNO_EU_CONS_7	0	ITEM_QNO_EU_CONS_7_01	xxx	xxx	0	1	0	0	0	0	
167	QNO_EU_EASTEU_5	0	ITEM_QNO_EU_EASTEU_5_02	xxx	xxx	0	1	0	0	0	0	
167	QNO_EU_EASTEU_5	0	ITEM_QNO_EU_EASTEU_5_03	xxx	xxx	0	1	0	0	0	0	
170	QNO_EU_EASTEU_8	0	ITEM_QNO_EU_EASTEU_8_02	xxx	xxx	0	1	0	0	0	0	
217	QNO_EU_EASTEU_14_1	0	ITEM_QNO_EU_EASTEU_14_1_01	xxx	xxx	0	3	0	0	0	0	
218	QNO_EU_EASTEU_17_1	0	ITEM_QNO_EU_EASTEU_17_1_02	xxx	xxx	0	1	0	0	0	0	
183	QNO_EU_EASTEU_21	0	ITEM_QNO_EU_EASTEU_21_02	xxx	xxx	0	1	0	0	0	0	
185	QNO_EU_FERRY2_1	0	ITEM_QNO_EU_FERRY2_1_02	xxx	xxx	0	1	0	0	0	0	
185	QNO_EU_FERRY2_1	0	ITEM_QNO_EU_FERRY2_1_03	xxx	xxx	0	1	0	0	0	0	
189	QNO_EU_GENERAL_1	0	ITEM_QNO_EU_GENERAL_1_03	xxx	xxx	0	1	0	0	0	0	
190	QNO_EU_GENERAL_2	0	ITEM_QNO_EU_GENERAL_2_02	xxx	xxx	0	5	0	0	0	0	
219	QNO_EU_WITCH_1_1	0	ITEM_QNO_EU_WITCH_1_03	xxx	xxx	0	1	0	0	0	0	
250	QNO_CA_GORIA_6	0	ITEM_QNO_CA_GORIA_6_03	xxx	xxx	0	1	0	0	0	0	
211	QNO_TRADE_CH_SPECIAL2_1	0	ITEM_COS_T_CAMEL1	xxx	xxx	0	5	0	0	0	0	
212	QNO_TRADE_WC_SPECIAL2_1	0	ITEM_COS_T_CAMEL2	xxx	xxx	0	5	0	0	0	0	
213	QNO_TRADE_TK_SPECIAL_1	0	ITEM_COS_T_COW1	xxx	xxx	0	5	0	0	0	0	
214	QNO_TRADE_RM_SPECIAL_1	0	ITEM_COS_T_COW1	xxx	xxx	0	10	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_CH_SWORD_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_CH_BLADE_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_CH_SPEAR_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_CH_TBLADE_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_CH_BOW_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_DAGGER_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_SWORD_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_TSWORD_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_AXE_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_CROSSBOW_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_DARKSTAFF_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_TSTAFF_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_HARP_01_BASIC	xxx	xxx	0	1	0	0	0	0	
397	QEV_ALL_BASIC_0	0	ITEM_EU_STAFF_01_BASIC	xxx	xxx	0	1	0	0	0	0	
385	QEV_ALL_BASIC_1	0	ITEM_ETC_SPEED_UP_BASIC	xxx	xxx	0	20	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_CH_SWORD_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_CH_BLADE_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_CH_SPEAR_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_CH_TBLADE_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_CH_BOW_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_DAGGER_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_SWORD_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_TSWORD_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_AXE_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_CROSSBOW_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_DARKSTAFF_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_TSTAFF_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_HARP_02_BASIC	xxx	xxx	0	1	0	0	0	0	
386	QEV_ALL_BASIC_2	0	ITEM_EU_STAFF_02_BASIC	xxx	xxx	0	1	0	0	0	0	
387	QEV_ALL_BASIC_3	0	ITEM_ETC_100EXP_BASIC	xxx	xxx	0	3	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_CH_SWORD_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_CH_BLADE_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_CH_SPEAR_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_CH_TBLADE_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_CH_BOW_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_DAGGER_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_SWORD_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_TSWORD_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_AXE_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_CROSSBOW_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_DARKSTAFF_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_TSTAFF_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_HARP_03_BASIC	xxx	xxx	0	1	0	0	0	0	
388	QEV_ALL_BASIC_4	0	ITEM_EU_STAFF_03_BASIC	xxx	xxx	0	1	0	0	0	0	
389	QEV_ALL_BASIC_5	0	ITEM_ETC_100EXP_BASIC	xxx	xxx	0	3	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_CH_SWORD_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_CH_BLADE_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_CH_SPEAR_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_CH_TBLADE_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_CH_BOW_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_DAGGER_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_SWORD_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_TSWORD_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_AXE_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_CROSSBOW_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_DARKSTAFF_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_TSTAFF_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_HARP_04_BASIC	xxx	xxx	0	1	0	0	0	0	
390	QEV_ALL_BASIC_6	0	ITEM_EU_STAFF_04_BASIC	xxx	xxx	0	1	0	0	0	0	
391	QEV_ALL_BASIC_7	0	ITEM_ETC_150EXP_BASIC	xxx	xxx	0	3	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_CH_SWORD_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_CH_BLADE_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_CH_SPEAR_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_CH_TBLADE_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_CH_BOW_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_DAGGER_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_SWORD_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_TSWORD_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_AXE_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_CROSSBOW_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_DARKSTAFF_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_TSTAFF_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_HARP_05_BASIC	xxx	xxx	0	1	0	0	0	0	
392	QEV_ALL_BASIC_8	0	ITEM_EU_STAFF_05_BASIC	xxx	xxx	0	1	0	0	0	0	
393	QEV_ALL_BASIC_9	0	ITEM_ETC_150EXP_BASIC	xxx	xxx	0	3	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_CH_SWORD_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_CH_BLADE_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_CH_SPEAR_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_CH_TBLADE_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_CH_BOW_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_DAGGER_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_SWORD_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_TSWORD_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_AXE_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_CROSSBOW_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_DARKSTAFF_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_TSTAFF_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_HARP_06_BASIC	xxx	xxx	0	1	0	0	0	0	
394	QEV_ALL_BASIC_10	0	ITEM_EU_STAFF_06_BASIC	xxx	xxx	0	1	0	0	0	0	
395	QEV_ALL_BASIC_11	0	ITEM_ETC_150EXP_BASIC	xxx	xxx	0	3	0	0	0	0	
396	QEV_ALL_BASIC_12	0	ITEM_ETC_150EXP_BASIC	xxx	xxx	0	3	0	0	0	0	
224	QSP_ALL_POTION_3	4	xxx	xxx	ITEM_QSP_ALL_POTION_3_01	100	1200	0	0	0	0	
224	QSP_ALL_POTION_3	4	xxx	xxx	ITEM_QSP_ALL_POTION_3_01	200	2800	0	0	0	0	
224	QSP_ALL_POTION_3	4	xxx	xxx	ITEM_QSP_ALL_POTION_3_01	300	4800	0	0	0	0	
224	QSP_ALL_POTION_3	4	xxx	xxx	ITEM_QSP_ALL_POTION_3_01	400	6400	0	0	0	0	
224	QSP_ALL_POTION_3	4	xxx	xxx	ITEM_QSP_ALL_POTION_3_01	500	10000	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_DAGGER_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_SWORD_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_TSWORD_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_AXE_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_CROSSBOW_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_STAFF_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_TSTAFF_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_EU_HARP_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_CH_SWORD_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_CH_BLADE_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_CH_SPEAR_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_CH_TBLADE_02_C	xxx	xxx	0	1	0	0	0	0	
160	QNO_EU_CONS_11	0	ITEM_CH_BOW_02_C	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_CH_SWORD_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_CH_BLADE_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_CH_SPEAR_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_CH_TBLADE_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_CH_BOW_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_SWORD_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_TSWORD_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_AXE_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_DARKSTAFF_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_TSTAFF_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_CROSSBOW_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_DAGGER_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_HARP_02_B	xxx	xxx	0	1	0	0	0	0	
9	QNO_CH_SHAMAN_1	0	ITEM_EU_STAFF_02_B	xxx	xxx	0	1	0	0	0	0	
