2105	MOB_OA_YEOWA	mob\oasis\yeowa.bsr
2106	MOB_OA_BLACKROBBERARCHER_CLON	xxx
2107	MOB_OA_REDSCORPION_CLON	xxx
2108	MOB_OA_REDEYEGHOST_CLON	xxx
2109	MOB_KT_ONG_CLON2	xxx
2110	MOB_KT_MUJIGI_CLON	xxx
2111	MOB_KK_ISHADE	mob\karakoram\ishade.bsr
2112	MOB_KK_ISHADE_CLON	xxx
2113	MOB_KK_SPIDER_CLON	xxx
2114	MOB_KK_SPIDER	mob\karakoram\spider.bsr
2117	MOB_KK_GWHITESPIDER_CLON	xxx
2118	MOB_KK_YETI_CLON	xxx
2119	NPC_CH_FERRY2	npc\npc\chinasystem_boatman1.bsr
2120	NPC_WC_FERRY2	npc\npc\westchinasystem_boatman1.bsr
2124	MOB_KT_DESERTTRUNKZ_CLON	xxx
2125	MOB_KK_PLANAR	mob\karakoram\planar.bsr
2126	MOB_KK_PENON_F	mob\karakoram\penon_f.bsr
2127	MOB_KK_PENON_W	mob\karakoram\penon_w.bsr
2177	NPC_TD_THIEF_BUY	npc\npc\thiefden_thief_d.bsr
2178	NPC_TD_THIEF_SELL	npc\npc\thiefden_thief_e.bsr
2179	NPC_TD_THIEF_A	npc\npc\thiefden_thief_a.bsr
2180	NPC_TD_THIEF_B	npc\npc\thiefden_thief_c.bsr
2181	NPC_TD_THIEF_C	npc\npc\thiefden_thief_a.bsr
2182	NPC_TD_THIEF_D	npc\npc\thiefden_thief_b.bsr
3667	MOB_DH_BUGGHOST_CLON	xxx
3668	MOB_DH_WORKEARTHGHOST_CLON	xxx
3669	MOB_DH_SOLDIEREARTHGHOST_CLON	xxx
3670	MOB_DH_BLINDMON_CLON	xxx
3671	MOB_DH_YACHA_CLON	xxx
3672	MOB_DH_NACHAL_CLON	xxx
3796	MOB_TK_EDIMMU_CLON	xxx
3797	MOB_TK_DEATHKARA_CLON	xxx
3798	MOB_TK_EDIMMU	mob\taklamakan\edimmu.bsr
3799	MOB_TK_DEATHKARA	mob\taklamakan\deathkara.bsr
3800	MOB_TK_DEVILEYE_CLON	xxx
3801	MOB_TK_DEVILEYE	mob\taklamakan\devileye.bsr
3802	MOB_TK_BONESOLDIER_CLON	xxx
3803	MOB_TK_BONEHUNTER	mob\taklamakan\bonehunter.bsr
3804	MOB_TK_BONESOLDIER	mob\taklamakan\bonesoldier.bsr
3805	MOB_TK_BONEHUNTER_CLON	xxx
3806	MOB_TK_BONEMAGE_CLON	xxx
3807	MOB_TK_BONEGENERAL_CLON	xxx
3808	MOB_TK_BONEMAGE	mob\taklamakan\bonemage.bsr
3809	MOB_TK_BONEGENERAL	mob\taklamakan\bonegeneral.bsr
3810	MOB_TK_BONELORD	mob\taklamakan\bonelord.bsr
3824	NPC_WC_FERRY3	npc\npc\westchinasystem_boatman1.bsr
3825	NPC_WC_FERRY4	npc\npc\westchinasystem_boatman1.bsr
3826	NPC_KT_FERRY2	npc\npc\khotansystem_turtleshipticketagent.bsr
3827	NPC_KT_FERRY3	npc\npc\khotansystem_turtleshipticketagent.bsr
3861	NPC_CH_EVENT_KISAENG1	npc\npc\event_kisaeng1.bsr
3863	MOB_RM_FEATHERMASK_CLON	xxx
3864	MOB_RM_ROCKY_CLON	mob\roc\rocky.bsr
3865	MOB_RM_FEATHERMASK	mob\roc\feathermask.bsr
3866	MOB_RM_GOAT_CLON	xxx
3867	MOB_RM_GOAT	mob\roc\goat.bsr
3868	MOB_RM_WINGTRIBE_CLON	xxx
3869	MOB_RM_WINGTRIBE	mob\roc\wingtribe.bsr
3870	MOB_RM_ANTELOPE_CLON	xxx
3871	MOB_RM_ANTELOPE	mob\roc\antelope.bsr
3872	MOB_RM_WINGTRIBESPEAR_CLON	xxx
3873	MOB_RM_WINGTRIBESPEAR	mob\roc\wingtribespear.bsr
3874	MOB_RM_ROCKY	mob\roc\rocky.bsr
3875	MOB_RM_TAHOMET	mob\roc\tahomet.bsr
5850	MOB_EU_MOVOI_CLON	xxx
5851	MOB_EU_MOVOI	mob\europe\movoi.bsr
5852	MOB_EU_EDENP_CLON	xxx
5853	MOB_EU_EDENP	mob\europe\edenp.bsr
5854	MOB_EU_BARUSWOLF_CLON	xxx
5855	MOB_EU_BARUSWOLF	mob\europe\wolf.bsr
5856	MOB_EU_BAROI_CLON	xxx
5857	MOB_EU_BARPOLLE_CLON	xxx
5858	MOB_EU_BAROI	mob\europe\baroi.bsr
5859	MOB_EU_BARPOLLE	mob\europe\bartis.bsr
5860	MOB_EU_DOWB_CLON	xxx
5861	MOB_EU_KYKLOPES_CLON2	xxx
5862	MOB_EU_DOWB	mob\europe\dowb.bsr
5863	MOB_EU_KYKLOPES_CLON	xxx
5864	MOB_EU_LADON_CLON	xxx
5865	MOB_EU_KYKLOPES	mob\europe\kyklopess.bsr
5866	MOB_EU_LADON	mob\europe\ladon.bsr
5867	MOB_EU_LION_CLON	xxx
5868	MOB_EU_SIREN_CLON	xxx
5869	MOB_EU_LION	mob\europe\lion.bsr
5870	MOB_EU_SIREN	mob\europe\siren.bsr
5871	MOB_EU_KERBEROS	mob\europe\kerberos.bsr
5872	MOB_QT_01_ROCKY_CLON2	mob\roc\sealrocky.bsr
5873	MOB_QT_02_ROCKY_CLON2	mob\roc\sealrocky.bsr
5874	MOB_QT_03_ROCKY_CLON2	mob\roc\sealrocky.bsr
5875	MOB_QT_04_ROCKY_CLON2	mob\roc\sealrocky.bsr
5876	MOB_QT_05_ROCKY_CLON2	mob\roc\sealrocky.bsr
5877	MOB_QT_06_ROCKY_CLON2	mob\roc\sealrocky.bsr
5878	MOB_QT_07_ROCKY_CLON2	mob\roc\sealrocky.bsr
5901	NPC_KT_FLYSHIP1	npc\npc\khotanshop_designer.bsr
5902	NPC_KT_FLYSHIP2	npc\npc\khotanshop_designer.bsr
5903	NPC_RM_VILLAGECHIEF	npc\npc\RocMountainShop_VillageChief.bsr
5904	NPC_RM_SLAVE1	npc\npc\RocMountainQuest_Slave1.bsr
5905	NPC_RM_SLAVE2	npc\npc\RocMountainQuest_Slave2.bsr
5906	NPC_RM_SLAVE3	npc\npc\RocMountainQuest_Slave3.bsr
5907	NPC_RM_YOUNGWOMAN1	npc\npc\RocMountainQuest_YoungWoman1.bsr
5908	NPC_RM_YOUNGWOMAN2	npc\npc\RocMountainQuest_YoungWoman2.bsr
5909	NPC_RM_OLDWOMAN	npc\npc\RocMountainQuest_OldWoman.bsr
5910	NPC_RM_FLYSHIP1	npc\npc\khotanshop_designer.bsr
5911	NPC_RM_FLYSHIP2	npc\npc\khotanshop_designer.bsr
5949	MOB_QT_01_ANTELOPE_CLON	mob\roc\antelope_qt.bsr
7495	NPC_EU_SMITH	npc\npc\EastEuropeShop_Smith.bsr
7496	NPC_EU_ARMOR	npc\npc\EastEuropeShop_Armor.bsr
7497	NPC_EU_POTION	npc\npc\EastEuropeShop_Potion.bsr
7498	NPC_EU_ACCESSORY	npc\npc\EastEuropeShop_Accessory.bsr
7499	NPC_EU_HORSE	npc\npc\EastEuropeShop_Stable.bsr
7500	NPC_EU_SPECIAL	npc\npc\EastEuropeShop_SpecialProduct.bsr
7501	NPC_EU_MERCHANT	npc\npc\EastEuropeSystem_MerchantUnion.bsr
7502	NPC_EU_FERRY	npc\npc\EastEuropeSystem_PortManager.bsr
7503	NPC_EU_WAREHOUSE	npc\npc\EastEuropeQuest_GraveKeeper.bsr
7504	NPC_EU_HUNTER	npc\npc\EastEuropeSystem_HunterUnion.bsr
7505	NPC_EU_WITCH	npc\npc\EastEuropeQuest_WitchOfSunset.bsr
7507	NPC_EU_PRIEST	npc\npc\EastEuropeQuest_Priest.bsr
7508	NPC_EU_ADVENTURER	npc\npc\EastEuropeQuest_Adventure.bsr
7509	NPC_EU_MANAGER	npc\npc\EastEuropeQuest_Steward.bsr
7510	NPC_EU_CHINABOY	npc\npc\EastEuropeQuest_ChinaSlave.bsr
7511	NPC_EU_CONSUL	npc\npc\EastEuropeQuest_Chamberlain.bsr
7512	NPC_EU_UNION1	npc\npc\EastEuropeQuest_UnionLeader_Kafros.bsr
7513	NPC_EU_UNION2	npc\npc\EastEuropeQuest_UnionLeader_Ubetino.bsr
7514	NPC_EU_GENERAL	npc\npc\EastEuropeQuest_Commander_Baltegru.bsr
7515	NPC_EU_SOLDIER_CA1	npc\npc\EastEuropeQuest_Soldier_Besaros.bsr
7516	NPC_EU_SOLDIER_CA2	npc\npc\EastEuropeQuest_Soldier_Kasius.bsr
7517	NPC_EU_SOLDIER_NO1	npc\npc\EastEuropeQuest_Soldier_Kotomo.bsr
7518	NPC_EU_SOLDIER_NO2	npc\npc\EastEuropeQuest_Soldier_Riedo.bsr
7519	NPC_EU_SOLDIER_EA1	npc\npc\EastEuropeQuest_Soldier_Takia.bsr
7520	NPC_EU_SOLDIER_EA2	npc\npc\EastEuropeQuest_Soldier_Alex.bsr
7521	NPC_EU_SOLDIER_PO1	npc\npc\EastEuropeQuest_Soldier_Masimus.bsr
7522	NPC_EU_SOLDIER_PO2	npc\npc\EastEuropeQuest_Soldier_Kartino.bsr
7523	NPC_EU_SOLDIER_CC1	npc\npc\EastEuropeQuest_Soldier_Justia.bsr
7524	NPC_EU_FERRY2	npc\npc\EastEuropeSystem_PortManager2.bsr
7525	NPC_EU_GUILD	npc\npc\EastEuropeSystem_Guild.bsr
7526	NPC_EU_ADVICE	npc\npc\EastEuropeQuest_Lipria.bsr
7527	NPC_AM_FERRY1	npc\npc\AsiaMinor_Ferry1.bsr
7528	NPC_AM_FERRY2	npc\npc\AsiaMinor_Ferry2.bsr
7529	NPC_AM_FLYSHIP	npc\npc\AsiaMinor_Flyship.bsr
7530	NPC_CA_SMITH	npc\npc\CentralAsiaShop_Weapon.bsr
7531	NPC_CA_ARMOR	npc\npc\CentralAsiaShop_Armor.bsr
7532	NPC_CA_POTION	npc\npc\CentralAsiaShop_Potion.bsr
7533	NPC_CA_ACCESSORY	npc\npc\CentralAsiaShop_Accessory.bsr
7534	NPC_CA_HORSE	npc\npc\CentralAsiaShop_Horse.bsr
7535	NPC_CA_SPECIAL	npc\npc\CentralAsiaShop_Special.bsr
7536	NPC_CA_MERCHANT	npc\npc\CentralAsiaShop_Merchant.bsr
7537	NPC_CA_WAREHOUSE	npc\npc\CentralAsiaShop_Warehouse.bsr
7538	NPC_CA_HUNTER	npc\npc\CentralAsiaShop_Hunter.bsr
7539	NPC_CA_SOLDIER_EA1	npc\npc\CentralAsiaQuest_Soldier_Ea1.bsr
7540	NPC_CA_SOLDIER_EA2	npc\npc\CentralAsiaQuest_Soldier_Ea2.bsr
7541	NPC_CA_SOLDIER_SO1	npc\npc\CentralAsiaQuest_Soldier_So1.bsr
7542	NPC_CA_SOLDIER_SO2	npc\npc\CentralAsiaQuest_Soldier_So2.bsr
7543	NPC_CA_SOLDIER_WE1	npc\npc\CentralAsiaQuest_Soldier_We1.bsr
7544	NPC_CA_SOLDIER_WE2	npc\npc\CentralAsiaQuest_Soldier_We2.bsr
7545	NPC_CA_TUNNEL_NO	npc\npc\CentralAsiaSystem_Tunnel_No.bsr
7546	NPC_CA_TUNNEL_SO	npc\npc\CentralAsiaSystem_Tunnel_So.bsr
7547	NPC_CA_FLYSHIP	npc\npc\CentralAsiaSystem_Flyship.bsr
7548	NPC_TK_TUNNEL_NO	npc\npc\TaklamakanSystem_Tunnel_No.bsr
7549	NPC_TK_TUNNEL_SO	npc\npc\TaklamakanSystem_Tunnel_So.bsr
7565	NPC_CH_SPECIAL2	npc\npc\thiefden_thief_e.bsr
7566	NPC_WC_SPECIAL2	npc\npc\thiefden_thief_d.bsr
7567	NPC_RM_SPECIAL	npc\npc\khotanshop_spacialmerchant.bsr
7568	NPC_AM_SPECIAL	npc\npc\AsiaMinor_spacialmerchant.bsr
7569	NPC_TK_SPECIAL	npc\npc\khotanshop_spacialmerchant.bsr
9251	NPC_CH_GACHA_MACHINE	npc\npc\gacha_machine.bsr
9252	NPC_CH_GACHA_OPERATOR	npc\npc\westchinashop_herbalistman.bsr
9273	NPC_WC_GUILD	npc\npc\westchinaquest_merchant_sword.bsr
9274	NPC_KT_GUILD	npc\npc\khotanquest_minister.bsr
10364	NPC_CA_GUILD	npc\npc\khotanquest_minister.bsr
14902	MOB_QT_01_BAROI	xxx
14908	MOB_QT_01_CRAB_CLON	xxx
14912	MOB_QT_01_ARCHER_CLON	xxx
14913	MOB_QT_01_PUNISHER_CLON	xxx
14919	MOB_QT_01_ONG_CLON	xxx
14921	MOB_QT_01_MONKEY	xxx
14922	MOB_QT_01_HUNARCHER_CLON	xxx
14924	MOB_AM_CRAB_CLON	xxx
14925	MOB_AM_ROGUE_CLON	xxx
14926	MOB_AM_CRAB	mob\asiam\crab.bsr
14927	MOB_AM_ROGUE	mob\asiam\rogue.bsr
14928	MOB_AM_WOLF_CLON	xxx
14929	MOB_AM_WOLF	mob\asiam\wolf.bsr
14930	MOB_AM_ARCHER_CLON	xxx
14931	MOB_AM_ARCHER	mob\asiam\archer.bsr
14932	MOB_AM_SOLDIER_CLON	xxx
14933	MOB_AM_SOLDIER	mob\asiam\soldier.bsr
14934	MOB_AM_PUNISHER_CLON	xxx
14935	MOB_AM_PUNISHER	mob\asiam\punisher.bsr
14936	MOB_AM_IVY	mob\asiam\ivy.bsr
14937	MOB_CA_PERYTON_CLON	xxx
14938	MOB_CA_PERYTON	mob\casia\peryton.bsr
14939	MOB_CA_ONG_CLON	xxx
14940	MOB_CA_ONG	xxx
14941	MOB_CA_HUNARCHER_CLON	xxx
14942	MOB_CA_HUNLANCER_CLON	xxx
14943	MOB_CA_HUNARCHER	mob\casia\hunarcher.bsr
14944	MOB_CA_HUNLANCER	mob\casia\hunlancer.bsr
14945	MOB_CA_MONKEY_CLON	xxx
14946	MOB_CA_MONKEY	mob\casia\monkey.bsr
14947	MOB_CA_GOLEM_CLON	xxx
14948	MOB_CA_GOLEM	mob\casia\golem.bsr
14949	MOB_TQ_TOMBSOLDIER_CLON2	mob\qinshi\Tombsoldier.bsr
14950	MOB_TQ_QINSHITOMBSTONE_CLON2	mob\qinshi\QinshiTombStone.bsr
14951	MOB_TQ_TOMBSOLDIER_CLON	mob\qinshi\Tombsoldier.bsr
14952	MOB_TQ_QINSHITOMBSTONE_CLON	mob\qinshi\QinshiTombStone.bsr
14953	MOB_TQ_TOMBSOLDIER	mob\qinshi\Tombsoldier.bsr
14954	MOB_TQ_TOMBARCHER_CLON2	mob\qinshi\Tombarcher.bsr
14955	MOB_TQ_QINSHITOMBSTONE	mob\qinshi\QinshiTombStone.bsr
14956	MOB_TQ_TOMBARCHER_CLON	mob\qinshi\Tombarcher.bsr
14957	MOB_TQ_TOMBSTONEGHOST_CLON2	mob\qinshi\TombStoneGhost.bsr
14958	MOB_TQ_TOMBARCHER	mob\qinshi\Tombarcher.bsr
14959	MOB_TQ_TOMBSTONEGHOST_CLON	mob\qinshi\TombStoneGhost.bsr
14960	MOB_TQ_ROYALSOLDIER_CLON2	mob\qinshi\RoyalSoldier.bsr
14961	MOB_TQ_TOMBSTONEGHOST	mob\qinshi\TombStoneGhost.bsr
14962	MOB_TQ_ROYALSOLDIER_CLON	mob\qinshi\RoyalSoldier.bsr
14963	MOB_TQ_ROYALSOLDIER	mob\qinshi\RoyalSoldier.bsr
14964	MOB_TQ_TOMBBUGGHOST_CLON2	mob\qinshi\TombBugGhost.bsr
14965	MOB_TQ_SNAKESLAVE_CLON2	mob\qinshi\SnakeSlave.bsr
14966	MOB_TQ_TOMBBUGGHOST_CLON	mob\qinshi\TombBugGhost.bsr
14967	MOB_TQ_SNAKEWOMAN_CLON2	mob\qinshi\SnakeWoman.bsr
14968	MOB_TQ_TOMBBUGGHOST	mob\qinshi\TombBugGhost.bsr
14969	MOB_TQ_SNAKESLAVE_CLON	mob\qinshi\SnakeSlave.bsr
14970	MOB_TQ_SNAKEWOMAN_CLON	mob\qinshi\SnakeWoman.bsr
14971	MOB_TQ_SNAKEDEMON_CLON2	mob\qinshi\SnakeDemon.bsr
14972	MOB_TQ_SNAKESLAVE	mob\qinshi\SnakeSlave.bsr
14973	MOB_TQ_SNAKEDEMON_CLON	mob\qinshi\SnakeDemon.bsr
14974	MOB_TQ_SNAKEMAN_CLON2	mob\qinshi\SnakeMan.bsr
14975	MOB_TQ_SNAKEWOMAN	mob\qinshi\SnakeWoman.bsr
14976	MOB_TQ_SNAKEMAN_CLON	mob\qinshi\SnakeMan.bsr
14977	MOB_TQ_SNAKEDEMON	mob\qinshi\SnakeDemon.bsr
14978	MOB_TQ_SNAKEMAN	mob\qinshi\SnakeMan.bsr
14983	MOB_TQ_TOMBGENERAL	mob\qinshi\TombGeneral.bsr
14984	MOB_TQ_TOMBGENERAL_CLON	mob\qinshi\TombGeneral.bsr
14985	MOB_TQ_TOMBGENERAL_CLON2	mob\qinshi\TombGeneral.bsr
14986	MOB_TQ_TOMBGENERAL_CLON3	mob\qinshi\TombGeneral.bsr
14987	MOB_TQ_SNAKEGENERAL	mob\qinshi\SnakeGeneral.bsr
14988	MOB_TQ_SNAKEGENERAL_CLON	mob\qinshi\SnakeGeneral.bsr
14989	MOB_TQ_SNAKEGENERAL_CLON2	mob\qinshi\SnakeGeneral.bsr
14990	MOB_TQ_SNAKEGENERAL_CLON3	mob\qinshi\SnakeGeneral.bsr
