72	INS_GOD_FLAME_71_80_LEVEL_4	1	50	8	GROUP_GOD_FLAME_71_80_LEVEL_4	
73	INS_GOD_FLAME_81_90_LEVEL_1	1	50	4	GROUP_GOD_FLAME_81_90_LEVEL_1	
74	INS_GOD_FLAME_81_90_LEVEL_2	1	50	4	GROUP_GOD_FLAME_81_90_LEVEL_2	
75	INS_GOD_FLAME_81_90_LEVEL_3	1	50	8	GROUP_GOD_FLAME_81_90_LEVEL_3	
76	INS_GOD_FLAME_81_90_LEVEL_4	1	50	8	GROUP_GOD_FLAME_81_90_LEVEL_4	
77	INS_GOD_WRECK_IN_91_100_LEVEL_1	1	50	4	GROUP_GOD_WRECK_IN_91_100_LEVEL_1	
78	INS_GOD_WRECK_IN_91_100_LEVEL_2	1	50	4	GROUP_GOD_WRECK_IN_91_100_LEVEL_2	
79	INS_GOD_WRECK_OUT_91_100_LEVEL_3	1	50	8	GROUP_GOD_WRECK_OUT_91_100_LEVEL_3	
80	INS_GOD_WRECK_OUT_91_100_LEVEL_4	1	50	8	GROUP_GOD_WRECK_OUT_91_100_LEVEL_4	
81	INS_GOD_WRECK_IN_100_110_LEVEL_1	1	50	4	GROUP_GOD_WRECK_IN_100_110_LEVEL_1	
82	INS_GOD_WRECK_IN_100_110_LEVEL_2	1	50	4	GROUP_GOD_WRECK_IN_100_110_LEVEL_2	
83	INS_GOD_WRECK_OUT_100_110_LEVEL_3	1	50	8	GROUP_GOD_WRECK_OUT_100_110_LEVEL_3	
84	INS_GOD_WRECK_OUT_100_110_LEVEL_4	1	50	8	GROUP_GOD_WRECK_OUT_100_110_LEVEL_4	
85	INS_EVENT_GHOST	1	100	40	GROUP_EVENT_GHOST	
86	INS_JUPITER_A	0	1	0	GROUP_JUPITER_FIELD	
87	INS_JUPITER_B	0	1	0	GROUP_JUPITER_FIELD	
88	INS_JUPITER_A2	1	200	8	GROUP_PHARAOH_MASTER	
89	INS_JUPITER_B2	1	200	8	GROUP_PHARAOH_MASTER	
90	INS_JUPITER_FIELD	0	1	0	GROUP_JUPITER_FIELD	
91	INS_PRISON	0	1	0	GROUP_PRISON	
92	INS_GM_EVENT	0	1	0	GROUP_GM_EVENT	
93	INS_JUPITER_A3	0	1	0	GROUP_JUPITER_FIELD	
94	INS_JUPITER_B3	0	1	0	GROUP_JUPITER_FIELD	
95	INS_SOLO_A	1	200	1	GROUP_SOLO_A	
96	INS_SOLO_B	1	200	1	GROUP_SOLO_B	
97	INS_PARTY_A	1	200	8	GROUP_PARTY_A	
98	INS_PARTY_B	1	200	8	GROUP_PARTY_B	
99	INS_MUHAN_SOLO_A	1	200	1	GROUP_MUHAN_SOLO_A	
100	INS_MUHAN_SOLO_B	1	200	1	GROUP_MUHAN_SOLO_B	
101	INS_MUHAN_PARTY_A	1	200	8	GROUP_MUHAN_PARTY_A	
102	INS_MUHAN_PARTY_B	1	200	8	GROUP_MUHAN_PARTY_B	
103	INS_ARENA_JOB_WAR	1	1	0	GROUP_ARENA_JOB_WAR	
104	INS_MUHAN_SOLO_75	1	200	1	GROUP_MUHAN_SOLO_75	
105	INS_MUHAN_SOLO_85	1	200	1	GROUP_MUHAN_SOLO_85	
106	INS_MUHAN_PARTY_75	1	200	8	GROUP_MUHAN_PARTY_75	
107	INS_MUHAN_PARTY_85	1	200	8	GROUP_MUHAN_PARTY_85	
108	INS_MUHAN_SOLO_95	1	200	1	GROUP_MUHAN_SOLO_95	
109	INS_MUHAN_SOLO_105	1	200	1	GROUP_MUHAN_SOLO_105	
110	INS_MUHAN_PARTY_95	1	200	8	GROUP_MUHAN_PARTY_95	
111	INS_MUHAN_PARTY_105	1	200	8	GROUP_MUHAN_PARTY_105	
112	INS_ARABIA_DUNGEON	1	200	8	GROUP_PHARAOH_MASTER	
113	INS_ARABIA_FIELD_02_BOSS	1	200	8	GROUP_PHARAOH_MASTER	
114	INS_ARABIA_PETRA	1	200	8	GROUP_PHARAOH_MASTER	
115	INS_ARABIA_GARDEN	1	200	8	GROUP_PHARAOH_MASTER	
//A'Dan Z'Ye Silkroad Private Server Editleri
