ITEM_CH_W_HEAVY_03_FA_A	1265	item\china\woman_item\heavy_03_fa.bsr	item\china\woman_item\heavy_03_fa.ddj
ITEM_CH_W_LIGHT_01_CA_A	1331	xxx	item\china\woman_item\light_01_ca.ddj
ITEM_CH_W_LIGHT_02_CA_A	1334	xxx	item\china\woman_item\light_02_ca.ddj
ITEM_CH_W_LIGHT_03_CA_A	1337	xxx	item\china\woman_item\light_03_ca.ddj
ITEM_CH_W_LIGHT_01_SA_A	1367	item\china\woman_item\light_01_sa.bsr	item\china\woman_item\light_01_sa.ddj
ITEM_CH_W_LIGHT_02_SA_A	1370	item\china\woman_item\light_02_sa.bsr	item\china\woman_item\light_02_sa.ddj
ITEM_CH_W_LIGHT_03_SA_A	1373	item\china\woman_item\light_03_sa.bsr	item\china\woman_item\light_03_sa.ddj
ITEM_CH_W_LIGHT_01_BA_A	1403	item\china\woman_item\light_01_ba.bsr	item\china\woman_item\light_01_ba.ddj
ITEM_CH_W_LIGHT_02_BA_A	1406	item\china\woman_item\light_02_ba.bsr	item\china\woman_item\light_02_ba.ddj
ITEM_CH_W_LIGHT_03_BA_A	1409	item\china\woman_item\light_03_ba.bsr	item\china\woman_item\light_03_ba.ddj
ITEM_CH_W_LIGHT_01_LA_A	1439	item\china\woman_item\light_01_la.bsr	item\china\woman_item\light_01_la.ddj
ITEM_CH_W_LIGHT_02_LA_A	1442	item\china\woman_item\light_02_la.bsr	item\china\woman_item\light_02_la.ddj
ITEM_CH_W_LIGHT_03_LA_A	1445	item\china\woman_item\light_03_la.bsr	item\china\woman_item\light_03_la.ddj
ITEM_CH_W_LIGHT_01_AA_A	1475	item\china\woman_item\light_01_aa.bsr	item\china\woman_item\light_01_aa.ddj
ITEM_CH_W_LIGHT_02_AA_A	1478	item\china\woman_item\light_02_aa.bsr	item\china\woman_item\light_02_aa.ddj
ITEM_CH_W_LIGHT_03_AA_A	1481	item\china\woman_item\light_03_aa.bsr	item\china\woman_item\light_03_aa.ddj
ITEM_CH_W_LIGHT_01_FA_A	1511	item\china\woman_item\light_01_fa.bsr	item\china\woman_item\light_01_fa.ddj
ITEM_CH_W_LIGHT_02_FA_A	1514	item\china\woman_item\light_02_fa.bsr	item\china\woman_item\light_02_fa.ddj
ITEM_CH_W_LIGHT_03_FA_A	1517	item\china\woman_item\light_03_fa.bsr	item\china\woman_item\light_03_fa.ddj
ITEM_CH_W_CLOTHES_01_CA_A	1583	xxx	item\china\woman_item\clothes_01_ca.ddj
ITEM_CH_W_CLOTHES_02_CA_A	1586	xxx	item\china\woman_item\clothes_02_ca.ddj
ITEM_CH_W_CLOTHES_03_CA_A	1589	xxx	item\china\woman_item\clothes_03_ca.ddj
ITEM_CH_W_CLOTHES_01_SA_A	1619	item\china\woman_item\clothes_01_sa.bsr	item\china\woman_item\clothes_01_sa.ddj
ITEM_CH_W_CLOTHES_02_SA_A	1622	item\china\woman_item\clothes_02_sa.bsr	item\china\woman_item\clothes_02_sa.ddj
ITEM_CH_W_CLOTHES_03_SA_A	1625	item\china\woman_item\clothes_03_sa.bsr	item\china\woman_item\clothes_03_sa.ddj
ITEM_CH_W_CLOTHES_01_BA_A	1655	item\china\woman_item\clothes_01_ba.bsr	item\china\woman_item\clothes_01_ba.ddj
ITEM_CH_W_CLOTHES_02_BA_A	1658	item\china\woman_item\clothes_02_ba.bsr	item\china\woman_item\clothes_02_ba.ddj
ITEM_CH_W_CLOTHES_03_BA_A	1661	item\china\woman_item\clothes_03_ba.bsr	item\china\woman_item\clothes_03_ba.ddj
ITEM_CH_W_CLOTHES_01_LA_A	1691	item\china\woman_item\clothes_01_la.bsr	item\china\woman_item\clothes_01_la.ddj
ITEM_CH_W_CLOTHES_02_LA_A	1694	item\china\woman_item\clothes_02_la.bsr	item\china\woman_item\clothes_02_la.ddj
ITEM_CH_W_CLOTHES_03_LA_A	1697	item\china\woman_item\clothes_03_la.bsr	item\china\woman_item\clothes_03_la.ddj
ITEM_CH_W_CLOTHES_01_AA_A	1727	item\china\woman_item\clothes_01_aa.bsr	item\china\woman_item\clothes_01_aa.ddj
ITEM_CH_W_CLOTHES_02_AA_A	1730	item\china\woman_item\clothes_02_aa.bsr	item\china\woman_item\clothes_02_aa.ddj
ITEM_CH_W_CLOTHES_03_AA_A	1733	item\china\woman_item\clothes_03_aa.bsr	item\china\woman_item\clothes_03_aa.ddj
ITEM_CH_W_CLOTHES_01_FA_A	1763	item\china\woman_item\clothes_01_fa.bsr	item\china\woman_item\clothes_01_fa.ddj
ITEM_CH_W_CLOTHES_02_FA_A	1766	item\china\woman_item\clothes_02_fa.bsr	item\china\woman_item\clothes_02_fa.ddj
ITEM_CH_W_CLOTHES_03_FA_A	1769	item\china\woman_item\clothes_03_fa.bsr	item\china\woman_item\clothes_03_fa.ddj
ITEM_CH_RING_01_A	1799	xxx	item\china\acc\ring_01.ddj
ITEM_CH_RING_02_A	1802	xxx	item\china\acc\ring_02.ddj
ITEM_CH_RING_03_A	1805	xxx	item\china\acc\ring_03.ddj
ITEM_CH_EARRING_01_A	1835	xxx	item\china\acc\earring_01.ddj
ITEM_CH_EARRING_02_A	1838	xxx	item\china\acc\earring_02.ddj
ITEM_CH_EARRING_03_A	1841	xxx	item\china\acc\earring_03.ddj
ITEM_CH_NECKLACE_01_A	1871	xxx	item\china\acc\necklace_01.ddj
ITEM_CH_NECKLACE_02_A	1874	xxx	item\china\acc\necklace_02.ddj
ITEM_CH_NECKLACE_03_A	1877	xxx	item\china\acc\necklace_03.ddj
ITEM_ETC_SCROLL_RETURN_01	61	xxx	item\etc\scroll_return_01.ddj
ITEM_ETC_SCROLL_RETURN_02	2198	xxx	item\etc\scroll_return_02.ddj
ITEM_ETC_MK_MATERIAL_01	36974	xxx	item\etc\mk_material_01.ddj
ITEM_ETC_TRADE_MATERIAL_DESTROYSTONE	39284	xxx	item\etc\mall_trade_material_destroystone.ddj
ITEM_ETC_ARCHEMY_ETC_02	26096	xxx	item\etc\archemy_etc_02.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_01	3683	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_02	3684	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_03	3685	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_04	3686	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_05	3687	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_06	3688	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_07	3689	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_08	3690	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_09	3691	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_REINFORCE_PROB_UP_A_10	3692	xxx	item\etc\archemy_reinforce_prob_up_a.ddj
ITEM_ETC_ARCHEMY_POTION_SPEED_05	7098	xxx	item\etc\archemy_potion_speed.ddj
ITEM_ETC_ARCHEMY_POTION_SPEED_11	7100	xxx	item\etc\archemy_potion_speed.ddj
ITEM_ETC_ARCHEMY_RONDO_01	7465	xxx	item\etc\archemy_rondo_01.ddj
ITEM_ETC_ARCHEMY_RONDO_02	7492	xxx	item\etc\archemy_rondo_02.ddj
ITEM_ETC_HP_SPOTION_01	9	xxx	item\etc\hp_spotion_01.ddj
ITEM_ETC_HP_POTION_02	5	xxx	item\etc\hp_potion_02.ddj
ITEM_ETC_HP_POTION_03	6	xxx	item\etc\hp_potion_03.ddj
ITEM_ETC_HP_POTION_04	7	xxx	item\etc\hp_potion_04.ddj
ITEM_ETC_HP_POTION_05	8	xxx	item\etc\hp_potion_05.ddj
ITEM_ETC_SECOND_HWAN_SCROLL_01	23944	xxx	item\etc\etc_second_hwan_scroll_01.ddj
ITEM_ETC_MP_SPOTION_01	16	xxx	item\etc\mp_spotion_01.ddj
ITEM_ETC_MP_POTION_02	12	xxx	item\etc\mp_potion_02.ddj
ITEM_ETC_MP_POTION_03	13	xxx	item\etc\mp_potion_03.ddj
ITEM_ETC_MP_POTION_04	14	xxx	item\etc\mp_potion_04.ddj
ITEM_ETC_MP_POTION_05	15	xxx	item\etc\mp_potion_05.ddj
ITEM_ETC_SECOND_HWAN_SCROLL_02	23945	xxx	item\etc\etc_second_hwan_scroll_01.ddj
ITEM_ETC_ALL_SPOTION_01	23	xxx	item\etc\all_spotion_01.ddj
ITEM_ETC_ALL_POTION_02	19	xxx	item\etc\all_potion_02.ddj
ITEM_ETC_ALL_POTION_03	20	xxx	item\etc\all_potion_03.ddj
ITEM_ETC_ALL_POTION_04	21	xxx	item\etc\all_potion_04.ddj
ITEM_ETC_ALL_POTION_05	22	xxx	item\etc\all_potion_05.ddj
ITEM_ETC_SECOND_HWAN_SCROLL_03	23946	xxx	item\etc\etc_second_hwan_scroll_01.ddj
ITEM_ETC_CURE_ALL_01	55	xxx	item\etc\cure_all_01.ddj
ITEM_ETC_CURE_ALL_02	56	xxx	item\etc\cure_all_02.ddj
ITEM_ETC_CURE_ALL_03	57	xxx	item\etc\cure_all_03.ddj
ITEM_ETC_CURE_ALL_04	58	xxx	item\etc\cure_all_04.ddj
ITEM_ETC_CURE_ALL_05	59	xxx	item\etc\cure_all_05.ddj
ITEM_ETC_SECOND_HWAN_SCROLL_04	23947	xxx	item\etc\etc_second_hwan_scroll_01.ddj
ITEM_ETC_DETECT_04	10381	xxx	item\etc\detect_04.ddj
ITEM_ETC_CURE_RANDOM_01	10374	xxx	item\etc\cure_random_01.ddj
ITEM_ETC_CURE_RANDOM_02	10375	xxx	item\etc\cure_random_02.ddj
ITEM_ETC_CURE_RANDOM_03	10376	xxx	item\etc\cure_random_03.ddj
ITEM_ETC_CURE_RANDOM_04	10377	xxx	item\etc\cure_random_04.ddj
ITEM_COS_C_HORSE1	2137	xxx	cos\cos_c_horse1.ddj
ITEM_COS_C_HORSE2	2138	xxx	cos\cos_c_horse2.ddj
ITEM_COS_C_HORSE3	2139	xxx	cos\cos_c_horse3.ddj
ITEM_COS_C_DHORSE1	3909	xxx	cos\cos_c_dhorse1.ddj
ITEM_COS_P_FLUTE	7488	xxx	cos\item_cos_p_flute.ddj
ITEM_ETC_COS_HP_POTION_01	2143	xxx	item\etc\cos_hp_potion_01.ddj
ITEM_ETC_COS_HP_POTION_02	2144	xxx	item\etc\cos_hp_potion_02.ddj
ITEM_COS_P_REVIVAL	7552	xxx	cos\item_cos_p_revival.ddj
ITEM_COS_P_HGP_POTION_01	7553	xxx	item\etc\item_cos_p_hgp_potion_01.ddj
ITEM_COS_P_CURE_ALL_01	9226	xxx	cos\item_cos_p_cure_all_01.ddj
ITEM_COS_P_CURE_ALL_02	9227	xxx	cos\item_cos_p_cure_all_02.ddj
ITEM_ETC_COS_HP_POTION_03	9237	xxx	item\etc\cos_hp_potion_02.ddj
ITEM_CH_SWORD_04_A	80	item\china\weapon\sword_04.bsr	item\china\weapon\sword_04.ddj
ITEM_CH_SWORD_05_A	83	item\china\weapon\sword_05.bsr	item\china\weapon\sword_05.ddj
ITEM_CH_BLADE_04_A	116	item\china\weapon\blade_04.bsr	item\china\weapon\blade_04.ddj
ITEM_CH_BLADE_05_A	119	item\china\weapon\blade_05.bsr	item\china\weapon\blade_05.ddj
ITEM_CH_SPEAR_04_A	152	item\china\weapon\spear_04.bsr	item\china\weapon\spear_04.ddj
ITEM_CH_SPEAR_05_A	155	item\china\weapon\spear_05.bsr	item\china\weapon\spear_05.ddj
ITEM_CH_TBLADE_04_A	188	item\china\weapon\tblade_04.bsr	item\china\weapon\tblade_04.ddj
ITEM_CH_TBLADE_05_A	191	item\china\weapon\tblade_05.bsr	item\china\weapon\tblade_05.ddj
ITEM_CH_BOW_04_A	224	item\china\weapon\bow_04.bsr	item\china\weapon\bow_04.ddj
ITEM_CH_BOW_05_A	227	item\china\weapon\bow_05.bsr	item\china\weapon\bow_05.ddj
ITEM_CH_SHIELD_04_A	260	item\china\shield\shield_04.bsr	item\china\shield\shield_04.ddj
ITEM_CH_SHIELD_05_A	263	item\china\shield\shield_05.bsr	item\china\shield\shield_05.ddj
ITEM_CH_M_HEAVY_04_CA_A	332	xxx	item\china\man_item\heavy_04_ca.ddj
ITEM_CH_M_HEAVY_05_CA_A	335	xxx	item\china\man_item\heavy_05_ca.ddj
ITEM_CH_M_HEAVY_04_SA_A	368	item\china\man_item\heavy_04_sa.bsr	item\china\man_item\heavy_04_sa.ddj
ITEM_CH_M_HEAVY_05_SA_A	371	item\china\man_item\heavy_05_sa.bsr	item\china\man_item\heavy_05_sa.ddj
ITEM_CH_M_HEAVY_04_BA_A	404	item\china\man_item\heavy_04_ba.bsr	item\china\man_item\heavy_04_ba.ddj
ITEM_CH_M_HEAVY_05_BA_A	407	item\china\man_item\heavy_05_ba.bsr	item\china\man_item\heavy_05_ba.ddj
ITEM_CH_M_HEAVY_04_LA_A	440	item\china\man_item\heavy_04_la.bsr	item\china\man_item\heavy_04_la.ddj
ITEM_CH_M_HEAVY_05_LA_A	443	item\china\man_item\heavy_05_la.bsr	item\china\man_item\heavy_05_la.ddj
ITEM_CH_M_HEAVY_04_AA_A	476	item\china\man_item\heavy_04_aa.bsr	item\china\man_item\heavy_04_aa.ddj
ITEM_CH_M_HEAVY_05_AA_A	479	item\china\man_item\heavy_05_aa.bsr	item\china\man_item\heavy_05_aa.ddj
ITEM_CH_M_HEAVY_04_FA_A	512	item\china\man_item\heavy_04_fa.bsr	item\china\man_item\heavy_04_fa.ddj
ITEM_CH_M_HEAVY_05_FA_A	515	item\china\man_item\heavy_05_fa.bsr	item\china\man_item\heavy_05_fa.ddj
ITEM_CH_M_LIGHT_04_CA_A	584	xxx	item\china\man_item\light_04_ca.ddj
ITEM_CH_M_LIGHT_05_CA_A	587	xxx	item\china\man_item\light_05_ca.ddj
ITEM_CH_M_LIGHT_04_SA_A	620	item\china\man_item\light_04_sa.bsr	item\china\man_item\light_04_sa.ddj
ITEM_CH_M_LIGHT_05_SA_A	623	item\china\man_item\light_05_sa.bsr	item\china\man_item\light_05_sa.ddj
ITEM_CH_M_LIGHT_04_BA_A	656	item\china\man_item\light_04_ba.bsr	item\china\man_item\light_04_ba.ddj
ITEM_CH_M_LIGHT_05_BA_A	659	item\china\man_item\light_05_ba.bsr	item\china\man_item\light_05_ba.ddj
ITEM_CH_M_LIGHT_04_LA_A	692	item\china\man_item\light_04_la.bsr	item\china\man_item\light_04_la.ddj
ITEM_CH_M_LIGHT_05_LA_A	695	item\china\man_item\light_05_la.bsr	item\china\man_item\light_05_la.ddj
ITEM_CH_M_LIGHT_04_AA_A	728	item\china\man_item\light_04_aa.bsr	item\china\man_item\light_04_aa.ddj
ITEM_CH_M_LIGHT_05_AA_A	731	item\china\man_item\light_05_aa.bsr	item\china\man_item\light_05_aa.ddj
ITEM_CH_M_LIGHT_04_FA_A	764	item\china\man_item\light_04_fa.bsr	item\china\man_item\light_04_fa.ddj
ITEM_CH_M_LIGHT_05_FA_A	767	item\china\man_item\light_05_fa.bsr	item\china\man_item\light_05_fa.ddj
ITEM_CH_M_CLOTHES_04_CA_A	836	xxx	item\china\man_item\clothes_04_ca.ddj
ITEM_CH_M_CLOTHES_05_CA_A	839	xxx	item\china\man_item\clothes_05_ca.ddj
ITEM_CH_M_CLOTHES_04_SA_A	872	item\china\man_item\clothes_04_sa.bsr	item\china\man_item\clothes_04_sa.ddj
ITEM_CH_M_CLOTHES_05_SA_A	875	item\china\man_item\clothes_05_sa.bsr	item\china\man_item\clothes_05_sa.ddj
ITEM_CH_M_CLOTHES_04_BA_A	908	item\china\man_item\clothes_04_ba.bsr	item\china\man_item\clothes_04_ba.ddj
ITEM_CH_M_CLOTHES_05_BA_A	911	item\china\man_item\clothes_05_ba.bsr	item\china\man_item\clothes_05_ba.ddj
ITEM_CH_M_CLOTHES_04_LA_A	944	item\china\man_item\clothes_04_la.bsr	item\china\man_item\clothes_04_la.ddj
ITEM_CH_M_CLOTHES_05_LA_A	947	item\china\man_item\clothes_05_la.bsr	item\china\man_item\clothes_05_la.ddj
ITEM_CH_M_CLOTHES_04_AA_A	980	item\china\man_item\clothes_04_aa.bsr	item\china\man_item\clothes_04_aa.ddj
