file	bytes	sha256	status
itemeffect.txt	38532	256246a954b486b07973bb5bf20d3287bd1151e8e778520c57ed6ad7b04b2b71	CATALOGED
learnablemastery.txt	282	dd7a874669fc156d439ef33d661724a59f21a4e551da1df523a223f773b7631c	CATALOGED
learnableskill.txt	3896	7be1f8dbda367e4aa9838b3f6d653f6e50b54a89c07c66266fe6d496684d0451	CATALOGED
leveldata.txt	11694	b3af7badc992e42b8fb2409398e9c2f7e4cbc7cadf1115a2661d1298e72e0e4b	NORMALIZED
levelgold.txt	3396	950b8f7c84e5d52f45fef80f722ef2ca255d1c58e5343c50b0b785640cba2b55	NORMALIZED
magicoption.txt	183172	677b55e2a242c2cda1eb93b4dfd8997fc84b80c30f28cf7f8542ced6691da427	CATALOGED
magicoptionassign.txt	25404	8b02e697db5834610b51c41f29028d49b708734d3cdac016561a759b102db577	CATALOGED
magicoptionassignfortradeequip.txt	8450	8341e2b39ebb7eb5656f4f96191804f8aa0c46322030fb01ab193e7ddefa71a1	CATALOGED
mallitemmenulistdata.txt	2838	edec4cf562d006a29267bc1cceed79cc72eb2748936073f7d7199e48d8d1967e	CATALOGED
maxtradescaledata.txt	64	a3ace0af60b55af1745ad4d2fa4f72f05735caec4af987406039d354f34c0ed4	CATALOGED
messagetipdata.txt	7576	d9ded06ee6459a32cbbe7b832d658d9bb11faf1735b969fa9755e407ccd9ea60	CATALOGED
npcchat.txt	73300	031e42e4f8d51de50d1e51460a933ea22cdc75929817de9024a2b0285290469d	CATALOGED
npcpos.txt	1262460	6be53bc2ee91faf6c9da311191fc33840e28cc5c9718bf9c0655046ea3bb5649	NORMALIZED
optimize_clothes.txt	1122	f09da8b8e111f5af87edcbe43aec255acef9450ad5daf41875f24eb64e67cfe1	CATALOGED
questcontentsdata.txt	471556	e75b86a399b32d00d4dfe59a9d036aa89e50ecac5a6a217360215784f7238354	CATALOGED
questdata.txt	331252	18e017b4aeb4ef0b8347cd03093f9200d99ad6346612f50e1f98a2eebab2f9bf	NORMALIZED
refabilitybyitemoptleveldata.txt	4900	55fe4390c1dc51297bbc09413adeaf930d4907a853b401710943437ed45958a2	CATALOGED
refaccesspermissionofshop.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refalchemy_mk_materialgroup.txt	182354	f92f1adb6a3015dacb6ebd6b5f5126c9f5771eb90bca8ec2474c767f8b494c46	CATALOGED
refalchemy_mk_recipedata.txt	87426	d3ccd6eebf9e22fec568b3a295f8f5adf06441545ac42c97a00a50a7145e6fd8	CATALOGED
refalchemy_mk_recipeshopdata.txt	14726	8047a6ed38fb04e86725e951985ac6b570cc919bd664b7075a827f999647d7ee	CATALOGED
refalchemy_mk_resultgroup.txt	144144	d85df4530ccc1627dd2a75ae44d9bddbb93dcc0ac24059ec96adbf75a69f5002	CATALOGED
refalchemy_mk_tooltip.txt	58928	10c5fb3d092178aac391ebe4260b96b0525e215a86a4eb152161605e3a532f3b	CATALOGED
refalchemy_mk_ui.txt	552	5d8cac515efc4628810a12c760703fd9f21cf98808db1d8d5753d51ddc66bb85	CATALOGED
refconditiontobuyscrapitem.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refconditiontosellpackageitem.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refconditiontosellscrapitem.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refeventreward.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refeventrewarditems.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refgachatreeforclientuidata.txt	9450	9ef10ae43ada79174a693adba9cba234215125b6c6e28499dfd567478b441c25	CATALOGED
refmagicoptbyitemoptleveldata.txt	15596	1694c2f4f3ae7461c6016ba42de6dd2ed6ee00a18db8a6f0f741f363735d6625	CATALOGED
refmagicoptgroup.txt	18334	b818b6e4b25f1f7498785e1d59cebeae7fa26ee7e2faef4d7da3736b21a1a256	CATALOGED
refmappingshopgroup.txt	8550	29e9ce2abeb3249ddf5778fbaf2afe7c232bf96a27f0fdb892998a66c765cc08	CATALOGED
refmappingshopwithtab.txt	8746	db937f69768b2d18e320f252a6960e41e399e424f69070194958070e1407603e	CATALOGED
refoptionalteleport.txt	8006	5f20f8007a68afb64b0eb91a293ec96dcaa6bd262ba9d1da4f6cfa5b61a7d1b2	NORMALIZED
refpackageitem.txt	660784	f7961daa7a4bab33f4ad924f64532b06245fdbf044ccfbc3a705358438178b29	CATALOGED
refpricepolicyofitem.txt	450354	34b5bc7a4f312081de50b2338956a032fff22daae9dc7b6f0f4d64ab14736465	CATALOGED
refquestrewarditems.txt	52060	2abeb086a7c4a483c205e95be156285d079915e1d142a9211f58b420912b90b9	NORMALIZED
refqusetreward.txt	173308	ce6cd4b1f3a11bf97b86a87d0926a4e53ace007f1bd3658fc303b1959cc4e842	NORMALIZED
refrentitem.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refrewardpolicytobuyscrapitem.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refrewardpolicytosellpackageitem.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refrewardpolicytosellscrapitem.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refscrapofpackageitem.txt	521266	b67426261f4b5f3a3f4174c8cc5b8e23c819b18d24dac9940d811b0bdf9c9fe6	CATALOGED
refservereventid.txt	58	fafa1eea2fca9c14f9b12b548937e3898261e1394dabb8ea081f09b69182e9de	CATALOGED
refsetitemgroup.txt	8510	b94e5ccf697f7c187041672c205a527718749e968857ee6374b15a5369d55ce6	CATALOGED
refshop.txt	8828	a4f713bbe01abc8c31d98a35caaedaafa83f997c4b3e118b45a487ae0d6b54f6	NORMALIZED
refshopgoods.txt	428658	f878e08789c262cdc1288bf5fa885228e5a1758a52ea1f255dcb8939a7417127	NORMALIZED
refshopgroup.txt	14454	aab7e5119e8253533cd1749a48e29295aed5c4965f3dc127b26d777f0c65a7cc	CATALOGED
refshopitemstockperiod.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
refshoptab.txt	30680	b982bf2c5fa4c64988fc71e64386a535d57f6fece5088deee70a44cc20094a0d	CATALOGED
refshoptabgroup.txt	11054	4aebf5057f2e7a7d95e79513c60161ddf3c90aae4318925b502ec4e5256bf370	CATALOGED
refsiegeblessbuff.txt	822	198a7f3b8ee29492ec6493c590b0abb6757122b20e16520087ea9725ed1356cf	CATALOGED
refsiegedungeon.txt	280	e584c40e427a2bf038abca42d185973573a6f1f33ffe5e59202d18c9e887d84f	CATALOGED
refskillbyitemoptleveldata.txt	5020	3f3e370ed01b04898acabf2d81666497f5394c900401df9105623a55f978568d	CATALOGED
reftreatitemofshop.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
regioncode.txt	106097	bfcc22f6bb690c69611369eec2663f382574142e025dfef050f06709494a2b3c	NORMALIZED
shopdata.txt	7608	b5749246136922778381fd392a569bed8cfa46d3dc95e20b5a96e468bfd0e649	CATALOGED
shopgroupdata.txt	6976	4a756f72b4d45b95646765a8727b4b8f5601840e8806803a95cffbefe3137fa5	CATALOGED
shopitemdata.txt	106402	18c46f4e68838332c5a57d95ba8313b6a1a57555ef2e05da99d30a386436d8b8	CATALOGED
shopitemstockquantity.txt	2	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209	CATALOGED
shoptabdata.txt	15136	aa172d5f57428f46af6fe4209720de8c7cc1374153294437598b0bc725f2ca3d	CATALOGED
siegefortress.txt	1140	6e9608822a59f9c0aef3132a4c781c33f685c10daf6414ecfcf656205339b8bf	CATALOGED
siegefortressbattlerank.txt	686	0cae4f5c256f1c56ca7a0f09c869ae4e2d1d1c935f87c4ddd255cb99f9c39022	CATALOGED
siegefortressguard.txt	121056	fa79e8f718972a8e72040aa6cfad7fd0f60467d94426ca3d60138a06db358967	CATALOGED
siegefortressitemforge.txt	2020	91d7f82cf3a0af0ff98a46cdce800c7c365541326d04dd3569a535bb1a19d1a9	CATALOGED
siegefortressreward.txt	696	897ce3077e81fe0f17809e612228a502eb283807f1e64bab311ddf110ae72de5	CATALOGED
siegestructupgradedata.txt	14688	9cc2bcd0efba9284743d912576cdb8bf912a456132297b1e72430d749e2bb99c	CATALOGED
skilldata.txt	294	4c5b8d68c0d50c0c39a4e429bf684cd4b50d1fd39715d24e62adfdfe80601de2	NORMALIZED
skilldata_10000.txt	4449018	bf149eeba0d5bfa1195b44c6de0a1d7ac84d681ae83a3b52bb8ca591df1cd6a3	CATALOGED
skilldata_10000enc.txt	4449044	8c591002776dc48d4523c5875ceaf4841cb7b9048dd65de5e5f6720ef950eeb0	ENCRYPTED
skilldata_15000.txt	4309058	afb5df5fa3c187d31857d6c09d6403800b72146f0c3f5adb098aef923ce7d408	CATALOGED
skilldata_15000enc.txt	4309084	e47fd086c0acceda5f8c8e6015ed4c586fc95970b4e9f3e629595dc8ad089dab	ENCRYPTED
skilldata_20000.txt	3508990	4d441e1eee97b7cf5a17799c3bd20ad834b25ee5b4036132268c269b0a2c03cd	CATALOGED
skilldata_20000enc.txt	3509016	f3099ed975bc0ba4830b25abf35e00aa5e5c54b7e8f3b5d84463736214a80895	ENCRYPTED
skilldata_25000.txt	3667454	5bdd892aa0c00d6e8b24159d0aff7571ba12b92a1e3f5bbcb4453039740e5fe2	CATALOGED
skilldata_25000enc.txt	3667480	485cf940581a18d8e8b3743f66ec900735bc0ee52788987b79a7e52e9431bd3c	ENCRYPTED
skilldata_30000.txt	3712414	75b4f2683dd6093114d4bd94ae55d06278dfe0fbf4b2a5f4f543c44fcdd6f6ff	CATALOGED
skilldata_30000enc.txt	3712440	150efcf894e924c48f7b55e047bcf82106e622375faed69d4b1b9b8bef662c85	ENCRYPTED
skilldata_35000.txt	4200388	b6e9b4cf808cf8f1be5b0ad9c42e12c35f688c2590991eaf9b48ea1890655581	CATALOGED
skilldata_35000enc.txt	4200414	2431cdac0c93c5c924b65cab4b93549d5f0f3238d18fc1498a4aac5ee45ece80	ENCRYPTED
skilldata_5000.txt	3882256	df0659ad383aed1543b43b3ed5663317aafeda62b0938088f86c8525b3b5c560	CATALOGED
skilldata_5000enc.txt	3882282	9622ddcc3b5451283e91f077a30ca5c5275dbc2fd74407763270add1eef43b41	ENCRYPTED
skilldata_virtual.txt	6	2e08d1f6000aef541797d008c05ac36f4dbebfb36cbac5615788e6fcc5b300a7	CATALOGED
skilldataenc.txt	336	903915670d2f932631a053a7a8592cbf5e125417d6f30a27fde168ddbff35407	CATALOGED
skilleffect.txt	4345704	fb536526db0595fa4c881c99e6536bf3f44145cbd2493b579d3b1f16ea732393	CATALOGED
skillgroup.txt	26232	c5e469e63f59de2eaeb520c80f4eec7bb4e638e25e3c108e04e0699b0c128452	CATALOGED
skillmasterydata.txt	15562	044c0dd04ae66494de67d3f0fdee608640c855673629952a062f6b6658405f8e	CATALOGED
specialnpcdata.txt	604	a6f121b753ac17979551ae41ac12c4ae3b8387e637f57d25f3f5a86b38338bbb	CATALOGED
teleportbuilding.txt	46440	8e7f404e21718aeee530f2d6c3111a768f22bc0117420a9ab9d070f55b1bfd0e	NORMALIZED
teleportdata.txt	36782	85103e062e1858d91b37ddd018b0fa52cfeaa9465588f831fd9387f8f378e1f3	NORMALIZED
teleportlink.txt	34968	33b9f08a36c743623105133c15dd6e95905fdc93de833676fabc93e2fd2e0d00	NORMALIZED
testsml.txt	976	e35f21eac6e006c7883393df4bcb7f911a3029f9a9e924908c1dcc06402ef521	CATALOGED
textdata_equip&skill.txt	1513538	887e713891e05505e01093ef4cce52d4f59a430aad2bea20d95fa6fe8da17429	CATALOGED
textdata_object.txt	1514018	c9c96af4133aafeafd6591a553302b60dd4903ad3ce0bba4af7c153999e98aac	CATALOGED
textdataname.txt	96	657c392ce298526d5c7e3dc28d8dae74ee07538f38093ee246c57319841777b5	CATALOGED
textevent.txt	84956	77e2f119331eb7ded3ef6de708e9f864025e71c92ccb352a5115b64050b44ca3	CATALOGED
texthelp.txt	308258	3f0b2d0bc1ec27761f9070289db06133634513657b9bc8570d1929ef3ee308ac	CATALOGED
textquest.txt	164	415a9c8284900f60a53bdf2f3a0906cbdcf3820c5135c6858134876fa08c261b	CATALOGED
textquest_otherstring.txt	2410420	6adb4dca15d9c208a43ca9162a828ff84b0eca03b3098898a843ba0993e7053b	CATALOGED
textquest_queststring.txt	3274652	c2601322b30ebe1af08309a01492ce48660fb19eaeedc64f062ecf40414aec99	CATALOGED
textquest_speech&name.txt	710712	6b6d9762517e84bdcc8d8c5051d4bc0c21dea9d9e68d4ff41e3c640ee1ba293a	CATALOGED
texttooltipdata.txt	1460	c23f096dad337a473d22cf6c990fb400ecc73ea930ea7482b60724a4c4f3d67c	CATALOGED
textuisystem.txt	810958	43fcd29a2b89089810849ca51102f1a14b095be1bd6b1d5c0e6e0848d501955f	CATALOGED
textzonename.txt	302146	734be0ea088930349c4a9e0374534b1f196070cc55791fbf9415b7a7abd5033f	CATALOGED
tradeconflict_joblevel.txt	4226	469f9a2b1d5715ca1e0a202302bc2ddd9553d6cfea0fe623182c51966fbbb74a	CATALOGED
tradeconflict_promotion.txt	560	3e5d165e39e0ede615138476bcfeb010c8090d31b596f4cef8c7fbefa4974f35	CATALOGED
usableresobjiddata.txt	1776	f7f0d102432aece39674d0f3a3b050c1a60d813c5f03ab7fa175598072dcb807	CATALOGED
worldmap_instanceinfo.txt	2680	557dd943fc81f3367bc1bec036f333ecfc7042dcf7df2bd962cebd4b2932f8ec	NORMALIZED
worldmap_localinfo.txt	236236	56f1809396c0e1c8e86d7adb97201768e7dcd2a79f58e586d26357e11e6e8c05	NORMALIZED
worldmap_mapinfo.txt	16294	5047c5b20b73cff2f9c9c613d6376f2a9d7811ae634e948b243784dba01f0c5e	NORMALIZED
worldmapguidedata.txt	186384	90dd4a30f64afe53fda6419b0e6587760086d70711c5362634399164a3410935	CATALOGED
worldmapguidedata_region.txt	52810	ba91ff15d956ad0a0c6ef30988b905251c0da0d5a37e6271f97cfe1f7771217c	CATALOGED
