source	archive	internal_path	name	extension	size	sha256	status	format	system	domains	extracted	location
pk2	Data.pk2	/compound/particle/electus_m_xmbl_hat.bms	electus_m_xmbl_hat.bms	.bms	63432		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmbl_part1.bms	electus_m_xmbl_part1.bms	.bms	277438		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmbl_part2.bms	electus_m_xmbl_part2.bms	.bms	436252		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmgr.bmt	electus_m_xmgr.bmt	.bmt	415		PROVEN	map-bmt	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmgr.ddj	electus_m_xmgr.ddj	.ddj	1398276		PROVEN	jmx-texture	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmgr_attach.bms	electus_m_xmgr_attach.bms	.bms	186107		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmgr_hat.bms	electus_m_xmgr_hat.bms	.bms	63432		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmgr_part1.bms	electus_m_xmgr_part1.bms	.bms	277438		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmgr_part2.bms	electus_m_xmgr_part2.bms	.bms	436252		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmrd.bmt	electus_m_xmrd.bmt	.bmt	415		PROVEN	map-bmt	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmrd.ddj	electus_m_xmrd.ddj	.ddj	1398276		PROVEN	jmx-texture	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmrd_attach.bms	electus_m_xmrd_attach.bms	.bms	186107		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmrd_hat.bms	electus_m_xmrd_hat.bms	.bms	63432		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmrd_part1.bms	electus_m_xmrd_part1.bms	.bms	277438		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_m_xmrd_part2.bms	electus_m_xmrd_part2.bms	.bms	436252		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmas.bmt	electus_w_xmas.bmt	.bmt	258		PROVEN	map-bmt	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmas.ddj	electus_w_xmas.ddj	.ddj	2796388		PROVEN	jmx-texture	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmas_attach.bms	electus_w_xmas_attach.bms	.bms	138297		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmas_hat.bms	electus_w_xmas_hat.bms	.bms	252246		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmas_part1.bms	electus_w_xmas_part1.bms	.bms	643738		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmas_part2.bms	electus_w_xmas_part2.bms	.bms	486048		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmbl.bmt	electus_w_xmbl.bmt	.bmt	258		PROVEN	map-bmt	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmbl.ddj	electus_w_xmbl.ddj	.ddj	2796388		PROVEN	jmx-texture	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmbl_attach.bms	electus_w_xmbl_attach.bms	.bms	138297		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmbl_hat.bms	electus_w_xmbl_hat.bms	.bms	252246		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmbl_part1.bms	electus_w_xmbl_part1.bms	.bms	643738		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmbl_part2.bms	electus_w_xmbl_part2.bms	.bms	486048		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmgr.bmt	electus_w_xmgr.bmt	.bmt	258		PROVEN	map-bmt	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmgr.ddj	electus_w_xmgr.ddj	.ddj	2796388		PROVEN	jmx-texture	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmgr_attach.bms	electus_w_xmgr_attach.bms	.bms	138297		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmgr_hat.bms	electus_w_xmgr_hat.bms	.bms	252246		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmgr_part1.bms	electus_w_xmgr_part1.bms	.bms	643738		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmgr_part2.bms	electus_w_xmgr_part2.bms	.bms	486048		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmrd.bmt	electus_w_xmrd.bmt	.bmt	258		PROVEN	map-bmt	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmrd.ddj	electus_w_xmrd.ddj	.ddj	2796388		PROVEN	jmx-texture	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmrd_attach.bms	electus_w_xmrd_attach.bms	.bms	138297		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmrd_hat.bms	electus_w_xmrd_hat.bms	.bms	252246		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmrd_part1.bms	electus_w_xmrd_part1.bms	.bms	643738		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/electus_w_xmrd_part2.bms	electus_w_xmrd_part2.bms	.bms	486048		PARTIAL	jmx-skeleton	rendering	[]	False
pk2	Data.pk2	/compound/particle/gngwc_air_garden40_water_ani.cpd	gngwc_air_garden40_water_ani.cpd	.cpd	222		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/oa_ho_waterfall01.cpd	oa_ho_waterfall01.cpd	.cpd	321		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/oa_ho_waterfall02.cpd	oa_ho_waterfall02.cpd	.cpd	321		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/oas_hot_pool01.cpd	oas_hot_pool01.cpd	.cpd	303		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/oas_hot_pool02.cpd	oas_hot_pool02.cpd	.cpd	303		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/pha_b_statue01.cpd	pha_b_statue01.cpd	.cpd	163		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/piety_e10.cpd	piety_e10.cpd	.cpd	195		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/piety_pool01.cpd	piety_pool01.cpd	.cpd	291		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/sd_dustfall_01.cpd	sd_dustfall_01.cpd	.cpd	194		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/sd_dustfall_02.cpd	sd_dustfall_02.cpd	.cpd	165		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/sd_waterfall_01.cpd	sd_waterfall_01.cpd	.cpd	337		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/st_sand_01.cpd	st_sand_01.cpd	.cpd	148		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/st_sand_02.cpd	st_sand_02.cpd	.cpd	148		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/waterfall-turtle01.cpd	waterfall-turtle01.cpd	.cpd	276		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/waterfall-turtle02.cpd	waterfall-turtle02.cpd	.cpd	276		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/particle/waterfall.cpd	waterfall.cpd	.cpd	307		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/bagh_city_gate.cpd	bagh_city_gate.cpd	.cpd	225		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/bagh_city_rgate.cpd	bagh_city_rgate.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/etc/bagh_abal_foun.cpd	bagh_abal_foun.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_01.cpd	bagh_minga_h_01.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_02.cpd	bagh_minga_h_02.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_03.cpd	bagh_minga_h_03.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_04.cpd	bagh_minga_h_04.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_05.cpd	bagh_minga_h_05.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_06.cpd	bagh_minga_h_06.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_07.cpd	bagh_minga_h_07.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_08.cpd	bagh_minga_h_08.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_09.cpd	bagh_minga_h_09.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_10.cpd	bagh_minga_h_10.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_11.cpd	bagh_minga_h_11.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_h_12.cpd	bagh_minga_h_12.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_01.cpd	bagh_minga_l_01.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_02.cpd	bagh_minga_l_02.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_03.cpd	bagh_minga_l_03.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_04.cpd	bagh_minga_l_04.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_05.cpd	bagh_minga_l_05.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_06.cpd	bagh_minga_l_06.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_07.cpd	bagh_minga_l_07.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/minga/bagh_minga_l_08.cpd	bagh_minga_l_08.cpd	.cpd	247		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/structure/bagh_city_palace.cpd	bagh_city_palace.cpd	.cpd	263		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_City/system/bagh_stable.cpd	bagh_stable.cpd	.cpd	234		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_Petra/bagh_petra_jini.cpd	bagh_petra_jini.cpd	.cpd	230		PROVEN	jmx-strings	rendering	"[""pet""]"	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort01_bh01.cpd	bagh_mong_fort01_bh01.cpd	.cpd	251		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort01_bh02.cpd	bagh_mong_fort01_bh02.cpd	.cpd	251		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort_bflat.cpd	bagh_mong_fort_bflat.cpd	.cpd	249		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort_bh01top01.cpd	bagh_mong_fort_bh01top01.cpd	.cpd	265		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort_bh01top02.cpd	bagh_mong_fort_bh01top02.cpd	.cpd	265		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort_bh02top01.cpd	bagh_mong_fort_bh02top01.cpd	.cpd	265		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort_bh02top02.cpd	bagh_mong_fort_bh02top02.cpd	.cpd	265		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_fort_sflat.cpd	bagh_mong_fort_sflat.cpd	.cpd	249		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/Bagh_mong/bagh_mong_tent_stent.cpd	bagh_mong_tent_stent.cpd	.cpd	249		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/Arabia/bagh_masin/bagh_masin_out_wall.cpd	bagh_masin_out_wall.cpd	.cpd	334		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/china/event-xmas/x_mas_tree_b.cpd	x_mas_tree_b.cpd	.cpd	541		PROVEN	jmx-strings	rendering	"[""event""]"	False
pk2	Data.pk2	/compound/struct/china/event-xmas/x_mas_tree_s.cpd	x_mas_tree_s.cpd	.cpd	541		PROVEN	jmx-strings	rendering	"[""event""]"	False
pk2	Data.pk2	/compound/struct/dun/Demon/demon_wall_death.cpd	demon_wall_death.cpd	.cpd	178		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/Demon/demon_wall_fire.cpd	demon_wall_fire.cpd	.cpd	176		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/Demon/demon_wall_ice.cpd	demon_wall_ice.cpd	.cpd	174		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/Demon/demon_wall_poison.cpd	demon_wall_poison.cpd	.cpd	180		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/arena_battle_ship.cpd	arena_battle_ship.cpd	.cpd	239		PROVEN	jmx-strings	rendering	"[""battle"", ""arena""]"	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_bship_in_01.cpd	wreck_bship_in_01.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_bship_in_02.cpd	wreck_bship_in_02.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_bship_in_03.cpd	wreck_bship_in_03.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_bship_out_01.cpd	wreck_bship_out_01.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_bship_out_02.cpd	wreck_bship_out_02.cpd	.cpd	187		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_bship_out_03.cpd	wreck_bship_out_03.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_01.cpd	wreck_sship_in_01.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_02.cpd	wreck_sship_in_02.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_03.cpd	wreck_sship_in_03.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_04.cpd	wreck_sship_in_04.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_05.cpd	wreck_sship_in_05.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_06.cpd	wreck_sship_in_06.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_07.cpd	wreck_sship_in_07.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_08.cpd	wreck_sship_in_08.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_09.cpd	wreck_sship_in_09.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_in_10.cpd	wreck_sship_in_10.cpd	.cpd	290		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_01.cpd	wreck_sship_out_01.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_02.cpd	wreck_sship_out_02.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_03.cpd	wreck_sship_out_03.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_04.cpd	wreck_sship_out_04.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_05.cpd	wreck_sship_out_05.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_06.cpd	wreck_sship_out_06.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_07.cpd	wreck_sship_out_07.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_08.cpd	wreck_sship_out_08.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_09.cpd	wreck_sship_out_09.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/dun/property/wreck/wreck_sship_out_10.cpd	wreck_sship_out_10.cpd	.cpd	237		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/compound/struct/etc/x_mas/x_mas_boxset01.cpd	x_mas_boxset01.cpd	.cpd	149		PROVEN	jmx-strings	rendering	[]	False
pk2	Data.pk2	/dungeon/Arabia/Bagh_mong/bagh_mong_boss.dof	bagh_mong_boss.dof	.dof	2282		PARTIAL	map-dof	map	[]	False
pk2	Data.pk2	/dungeon/Boss_dungeon/boss_dungeon.dof	boss_dungeon.dof	.dof	619		PARTIAL	map-dof	map	[]	False
pk2	Data.pk2	/dungeon/Demon/Death/demon_p_altar_death.dof	demon_p_altar_death.dof	.dof	39062		PARTIAL	map-dof	map	[]	False
pk2	Data.pk2	/dungeon/Demon/Fire/demon_tower_fire.dof	demon_tower_fire.dof	.dof	140354		PARTIAL	map-dof	map	[]	False
pk2	Data.pk2	/dungeon/Demon/Poison/demon_altar_poison.dof	demon_altar_poison.dof	.dof	39240		PARTIAL	map-dof	map	[]	False
pk2	Data.pk2	/dungeon/Demon/ice/demon_tower_ice.dof	demon_tower_ice.dof	.dof	134093		PARTIAL	map-dof	map	[]	False
