file	bytes	encoding	records	cols	rows_exact	rows_other	max_cols	status	sha256
effectsound.txt	591755	cp949	6530	11	6529	0	11	CATALOGED	a2349a0153591c99ea84e9d6c4726664d84825350f4b8e0262794566bdc856e2
erasablemastery.txt	142	utf-16-le	7	2	6	0	2	CATALOGED	80db788ab14392efd2854f82d042b8ae56f7d66d4176d2b567f9f386975a9022
erasableskill.txt	3896	utf-16-le	205	2	204	0	2	CATALOGED	7a15450469bd8ea0aaf91e8d6d829b8b65b6a8c92a982d19ceb2fcf79fef901e
eventdata.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
eventguidedata.txt	4002	utf-16-le	56	7	55	0	7	CATALOGED	7fc8f47974de9f427b4669f4872fc406298f9fde080f012a88d8031354bcb243
eventword.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
eventzonedata.txt	99810	utf-16-le	474	14	473	0	14	CATALOGED	6977f768cd4541ac0ff4c8519a175f8060ff4b65de7f125d73936e98188e5c41
fmncategorytreedata.txt	9646	utf-16-le	79	6	78	0	6	CATALOGED	bb47c408863e64702be5afb3e53ea130346293b4f9e2307288f4634ca25a1fa0
fmntidgroupmapdata.txt	4584	utf-16-le	160	6	159	0	6	CATALOGED	c148c611bb3c88e85b84de125bc5f2a85f622f3c34167efb47dcf3bcf5854d7c
force_addobject.txt	14422	utf-16-le	67	12	62	4	12	CATALOGED	7ab3edb4d5fe9618dc742d7c192891efff40685818d814e82d0cd45fcda4c688
gachaitemset.txt	520074	utf-16-le	3345	16	3343	1	16	CATALOGED	f8adf532540840729bd1953b1d63ac28a582ec4e7a0b4971dd7075476f3069ae
gachanpcmap.txt	26	utf-16-le	1	4	0	0	4	CATALOGED	3b1a7401d6f480cb42171fa90f8560196cd12fe4d2998338db266d7cfb06e344
gameguidedata.txt	212744	utf-16-le	1416	7	1210	205	8	CATALOGED	a54e149c487f8424ae21b23e7579f27646f82499bc2c3d39cb653756cb114571
gameworldconfigdata.txt	149776	utf-16-le	1028	5	1026	1	5	NORMALIZED	4df4a83d23a08b813d99bdf7db1340f8f50ae5bcd5e255d4ea04fd37ff70c8d6
gameworlddata.txt	11970	utf-16-le	116	7	114	1	7	NORMALIZED	65878ed84d61d968da9d88d4cfc4470c69079123d857008e3d17c79fc924f88a
groupworld_config_forclient.txt	466	utf-16-le	4	3	3	0	3	CATALOGED	f50393d8dc09f6e3d524830f2de224375d5a591d747964a450e6c48fec5a3c85
hwanleveldata.txt	37212	utf-16-le	257	4	255	1	4	CATALOGED	424cec6be7912383b3e73af8ae5007ee88e6306beca8ef905d1c0b44f6ba3e6c
item_grouping.txt	35492	utf-16-le	329	7	208	120	7	CATALOGED	672265d723ac4ae177d70053f26c294c091d7e245a9eee5a49779e447b651cdb
itemdata.txt	360	utf-16-le	9	1	8	0	1	NORMALIZED	6ba7ad4723c4b3da56d92bb77caacf9f5c5a7fd6c95e4ea8d4b9e0c018ceef10
itemdata_10000.txt	3180500	utf-16-le	2320	161	2318	1	161	CATALOGED	d9ee7a786fb2be9571f457c260e3fb0c0b78f04d2f0cb65caa1703871ca3dd09
itemdata_15000.txt	6017534	utf-16-le	4482	161	4480	1	161	CATALOGED	8a24b0b2165f6eb1ca36eda3cf128bfff7f7eee146236e715fc4b98e8f0a0d74
itemdata_20000.txt	91442	utf-16-le	73	161	71	1	161	CATALOGED	ec4808b8712ea8783fdb3dcdf4e5f6ba556051ae580c3f20ecfa369e1c3fc31b
itemdata_25000.txt	1223000	utf-16-le	998	161	996	1	161	CATALOGED	355a1011186467be4c464d5dd5a78f0f2a15184abecb2b6f9ca52d20605b0456
itemdata_30000.txt	1222514	utf-16-le	867	161	865	1	161	CATALOGED	90dea5af1210c78979980e8dc345f51c1d82f8b3b1718bc0dfca19a5ae6405db
itemdata_35000.txt	135628	utf-16-le	111	161	109	1	161	CATALOGED	b120ae93e1cf223c9ff7457fb3935ee89d2f560b60ca49d3226772d28471934b
itemdata_40000.txt	3389544	utf-16-le	2467	161	2465	1	161	CATALOGED	d411c07c31aa7faf23578ca509243161b2cd202889eb1766fdc870ef1e4a6e9b
itemdata_45000.txt	3239102	utf-16-le	2175	161	2173	1	161	CATALOGED	7dbf90c21f241e7907ad2a14f3e05f19b945307b056b0c1de95db7e3274d047f
itemdata_5000.txt	4218870	utf-16-le	3226	161	3224	1	161	CATALOGED	8890b49e215de76d1f5b32fdee89ea0cf2178e96abf83910b73eada14a4fd17f
itemeffect.txt	38532	utf-16-le	266	4	0	265	7	CATALOGED	256246a954b486b07973bb5bf20d3287bd1151e8e778520c57ed6ad7b04b2b71
learnablemastery.txt	282	utf-16-le	14	2	13	0	2	CATALOGED	dd7a874669fc156d439ef33d661724a59f21a4e551da1df523a223f773b7631c
learnableskill.txt	3896	utf-16-le	205	2	204	0	2	CATALOGED	7be1f8dbda367e4aa9838b3f6d653f6e50b54a89c07c66266fe6d496684d0451
leveldata.txt	11694	utf-16-le	151	10	149	1	10	NORMALIZED	b3af7badc992e42b8fb2409398e9c2f7e4cbc7cadf1115a2661d1298e72e0e4b
levelgold.txt	3396	utf-16-le	140	3	139	0	3	NORMALIZED	950b8f7c84e5d52f45fef80f722ef2ca255d1c58e5343c50b0b785640cba2b55
magicoption.txt	183172	utf-16-le	516	50	514	1	50	CATALOGED	677b55e2a242c2cda1eb93b4dfd8997fc84b80c30f28cf7f8542ced6691da427
magicoptionassign.txt	25404	utf-16-le	75	30	73	1	30	CATALOGED	8b02e697db5834610b51c41f29028d49b708734d3cdac016561a759b102db577
magicoptionassignfortradeequip.txt	8450	utf-16-le	20	29	19	0	29	CATALOGED	8341e2b39ebb7eb5656f4f96191804f8aa0c46322030fb01ab193e7ddefa71a1
mallitemmenulistdata.txt	2838	utf-16-le	17	2	1	15	10	CATALOGED	edec4cf562d006a29267bc1cceed79cc72eb2748936073f7d7199e48d8d1967e
maxtradescaledata.txt	64	utf-16-le	6	1	5	0	1	CATALOGED	a3ace0af60b55af1745ad4d2fa4f72f05735caec4af987406039d354f34c0ed4
messagetipdata.txt	7576	utf-16-le	175	3	174	0	3	CATALOGED	d9ded06ee6459a32cbbe7b832d658d9bb11faf1735b969fa9755e407ccd9ea60
npcchat.txt	73300	utf-16-le	501	4	500	0	4	CATALOGED	031e42e4f8d51de50d1e51460a933ea22cdc75929817de9024a2b0285290469d
npcpos.txt	1262460	utf-16-le	18457	5	18456	0	5	NORMALIZED	6be53bc2ee91faf6c9da311191fc33840e28cc5c9718bf9c0655046ea3bb5649
optimize_clothes.txt	1122	utf-16-le	12	7	11	0	7	CATALOGED	f09da8b8e111f5af87edcbe43aec255acef9450ad5daf41875f24eb64e67cfe1
questcontentsdata.txt	471556	utf-16-le	1489	19	1488	0	19	CATALOGED	e75b86a399b32d00d4dfe59a9d036aa89e50ecac5a6a217360215784f7238354
questdata.txt	331252	utf-16-le	1005	12	1003	1	12	NORMALIZED	18e017b4aeb4ef0b8347cd03093f9200d99ad6346612f50e1f98a2eebab2f9bf
refabilitybyitemoptleveldata.txt	4900	utf-16-le	157	5	155	1	5	CATALOGED	55fe4390c1dc51297bbc09413adeaf930d4907a853b401710943437ed45958a2
refaccesspermissionofshop.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refalchemy_mk_materialgroup.txt	182354	utf-16-le	1426	4	1425	0	4	CATALOGED	f92f1adb6a3015dacb6ebd6b5f5126c9f5771eb90bca8ec2474c767f8b494c46
refalchemy_mk_recipedata.txt	87426	utf-16-le	139	33	138	0	33	CATALOGED	d3ccd6eebf9e22fec568b3a295f8f5adf06441545ac42c97a00a50a7145e6fd8
refalchemy_mk_recipeshopdata.txt	14726	utf-16-le	72	8	71	0	8	CATALOGED	8047a6ed38fb04e86725e951985ac6b570cc919bd664b7075a827f999647d7ee
refalchemy_mk_resultgroup.txt	144144	utf-16-le	975	5	974	0	5	CATALOGED	d85df4530ccc1627dd2a75ae44d9bddbb93dcc0ac24059ec96adbf75a69f5002
refalchemy_mk_tooltip.txt	58928	utf-16-le	139	20	138	0	20	CATALOGED	10c5fb3d092178aac391ebe4260b96b0525e215a86a4eb152161605e3a532f3b
refalchemy_mk_ui.txt	552	utf-16-le	9	3	8	0	3	CATALOGED	5d8cac515efc4628810a12c760703fd9f21cf98808db1d8d5753d51ddc66bb85
refconditiontobuyscrapitem.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refconditiontosellpackageitem.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refconditiontosellscrapitem.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refeventreward.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refeventrewarditems.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refgachatreeforclientuidata.txt	9450	utf-16-le	65	10	64	0	10	CATALOGED	9ef10ae43ada79174a693adba9cba234215125b6c6e28499dfd567478b441c25
refmagicoptbyitemoptleveldata.txt	15596	utf-16-le	431	6	429	1	6	CATALOGED	1694c2f4f3ae7461c6016ba42de6dd2ed6ee00a18db8a6f0f741f363735d6625
refmagicoptgroup.txt	18334	utf-16-le	180	12	178	1	12	CATALOGED	b818b6e4b25f1f7498785e1d59cebeae7fa26ee7e2faef4d7da3736b21a1a256
refmappingshopgroup.txt	8550	utf-16-le	89	5	87	1	5	CATALOGED	29e9ce2abeb3249ddf5778fbaf2afe7c232bf96a27f0fdb892998a66c765cc08
refmappingshopwithtab.txt	8746	utf-16-le	93	5	91	1	5	CATALOGED	db937f69768b2d18e320f252a6960e41e399e424f69070194958070e1407603e
refoptionalteleport.txt	8006	utf-16-le	45	20	43	1	20	NORMALIZED	5f20f8007a68afb64b0eb91a293ec96dcaa6bd262ba9d1da4f6cfa5b61a7d1b2
refpackageitem.txt	660784	utf-16-le	1700	18	1698	1	18	CATALOGED	f7961daa7a4bab33f4ad924f64532b06245fdbf044ccfbc3a705358438178b29
refpricepolicyofitem.txt	450354	utf-16-le	2830	15	2828	1	15	CATALOGED	34b5bc7a4f312081de50b2338956a032fff22daae9dc7b6f0f4d64ab14736465
refquestrewarditems.txt	52060	utf-16-le	374	13	372	1	13	NORMALIZED	2abeb086a7c4a483c205e95be156285d079915e1d142a9211f58b420912b90b9
refqusetreward.txt	173308	utf-16-le	996	26	994	1	26	NORMALIZED	ce6cd4b1f3a11bf97b86a87d0926a4e53ace007f1bd3658fc303b1959cc4e842
refrentitem.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refrewardpolicytobuyscrapitem.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refrewardpolicytosellpackageitem.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refrewardpolicytosellscrapitem.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refscrapofpackageitem.txt	521266	utf-16-le	1700	30	1698	1	30	CATALOGED	b67426261f4b5f3a3f4174c8cc5b8e23c819b18d24dac9940d811b0bdf9c9fe6
refservereventid.txt	58	utf-16-le	4	1	3	0	1	CATALOGED	fafa1eea2fca9c14f9b12b548937e3898261e1394dabb8ea081f09b69182e9de
refsetitemgroup.txt	8510	utf-16-le	43	19	41	1	19	CATALOGED	b94e5ccf697f7c187041672c205a527718749e968857ee6374b15a5369d55ce6
refshop.txt	8828	utf-16-le	79	13	77	1	13	NORMALIZED	a4f713bbe01abc8c31d98a35caaedaafa83f997c4b3e118b45a487ae0d6b54f6
refshopgoods.txt	428658	utf-16-le	2283	14	2281	1	14	NORMALIZED	f878e08789c262cdc1288bf5fa885228e5a1758a52ea1f255dcb8939a7417127
refshopgroup.txt	14454	utf-16-le	90	14	88	1	14	CATALOGED	aab7e5119e8253533cd1749a48e29295aed5c4965f3dc127b26d777f0c65a7cc
refshopitemstockperiod.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
refshoptab.txt	30680	utf-16-le	208	7	206	1	7	CATALOGED	b982bf2c5fa4c64988fc71e64386a535d57f6fece5088deee70a44cc20094a0d
refshoptabgroup.txt	11054	utf-16-le	92	6	90	1	6	CATALOGED	4aebf5057f2e7a7d95e79513c60161ddf3c90aae4318925b502ec4e5256bf370
refsiegeblessbuff.txt	822	utf-16-le	15	7	13	1	7	CATALOGED	198a7f3b8ee29492ec6493c590b0abb6757122b20e16520087ea9725ed1356cf
refsiegedungeon.txt	280	utf-16-le	5	7	3	1	7	CATALOGED	e584c40e427a2bf038abca42d185973573a6f1f33ffe5e59202d18c9e887d84f
refskillbyitemoptleveldata.txt	5020	utf-16-le	221	3	219	1	3	CATALOGED	3f3e370ed01b04898acabf2d81666497f5394c900401df9105623a55f978568d
reftreatitemofshop.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
regioncode.txt	106097	cp949	3294	4	3293	0	4	NORMALIZED	bfcc22f6bb690c69611369eec2663f382574142e025dfef050f06709494a2b3c
shopdata.txt	7608	utf-16-le	57	18	56	0	18	CATALOGED	b5749246136922778381fd392a569bed8cfa46d3dc95e20b5a96e468bfd0e649
shopgroupdata.txt	6976	utf-16-le	65	5	63	1	5	CATALOGED	4a756f72b4d45b95646765a8727b4b8f5601840e8806803a95cffbefe3137fa5
shopitemdata.txt	106402	utf-16-le	1392	16	1391	0	16	CATALOGED	18c46f4e68838332c5a57d95ba8313b6a1a57555ef2e05da99d30a386436d8b8
shopitemstockquantity.txt	2	utf-16-le	0	0	0	0	0	CATALOGED	b3d510ef04275ca8e698e5b3cbb0ece3949ef9252f0cdc839e9ee347409a2209
shoptabdata.txt	15136	utf-16-le	161	5	160	0	5	CATALOGED	aa172d5f57428f46af6fe4209720de8c7cc1374153294437598b0bc725f2ca3d
siegefortress.txt	1140	utf-16-le	5	15	3	1	15	CATALOGED	6e9608822a59f9c0aef3132a4c781c33f685c10daf6414ecfcf656205339b8bf
siegefortressbattlerank.txt	686	utf-16-le	7	7	5	1	7	CATALOGED	0cae4f5c256f1c56ca7a0f09c869ae4e2d1d1c935f87c4ddd255cb99f9c39022
siegefortressguard.txt	121056	utf-16-le	5041	4	5039	1	4	CATALOGED	fa79e8f718972a8e72040aa6cfad7fd0f60467d94426ca3d60138a06db358967
siegefortressitemforge.txt	2020	utf-16-le	39	7	37	1	7	CATALOGED	91d7f82cf3a0af0ff98a46cdce800c7c365541326d04dd3569a535bb1a19d1a9
siegefortressreward.txt	696	utf-16-le	6	7	5	0	7	CATALOGED	897ce3077e81fe0f17809e612228a502eb283807f1e64bab311ddf110ae72de5
siegestructupgradedata.txt	14688	utf-16-le	71	8	69	1	8	CATALOGED	9cc2bcd0efba9284743d912576cdb8bf912a456132297b1e72430d749e2bb99c
skilldata.txt	294	utf-16-le	7	1	6	0	1	NORMALIZED	4c5b8d68c0d50c0c39a4e429bf684cd4b50d1fd39715d24e62adfdfe80601de2
skilldata_10000.txt	4449018	utf-16-le	4959	119	4957	1	119	CATALOGED	bf149eeba0d5bfa1195b44c6de0a1d7ac84d681ae83a3b52bb8ca591df1cd6a3
skilldata_10000enc.txt	4449044	latin-1	35274	1	23272	12001	10	ENCRYPTED	8c591002776dc48d4523c5875ceaf4841cb7b9048dd65de5e5f6720ef950eeb0
skilldata_15000.txt	4309058	utf-16-le	4944	119	4942	1	119	CATALOGED	afb5df5fa3c187d31857d6c09d6403800b72146f0c3f5adb098aef923ce7d408
skilldata_15000enc.txt	4309084	latin-1	34016	1	22485	11530	10	ENCRYPTED	e47fd086c0acceda5f8c8e6015ed4c586fc95970b4e9f3e629595dc8ad089dab
skilldata_20000.txt	3508990	utf-16-le	5001	119	4999	1	119	CATALOGED	4d441e1eee97b7cf5a17799c3bd20ad834b25ee5b4036132268c269b0a2c03cd
skilldata_20000enc.txt	3509016	latin-1	27660	1	18185	9474	8	ENCRYPTED	f3099ed975bc0ba4830b25abf35e00aa5e5c54b7e8f3b5d84463736214a80895
skilldata_25000.txt	3667454	utf-16-le	4993	119	4991	1	119	CATALOGED	5bdd892aa0c00d6e8b24159d0aff7571ba12b92a1e3f5bbcb4453039740e5fe2
skilldata_25000enc.txt	3667480	latin-1	29052	1	19047	10004	9	ENCRYPTED	485cf940581a18d8e8b3743f66ec900735bc0ee52788987b79a7e52e9431bd3c
skilldata_30000.txt	3712414	utf-16-le	4999	119	4997	1	119	CATALOGED	75b4f2683dd6093114d4bd94ae55d06278dfe0fbf4b2a5f4f543c44fcdd6f6ff
skilldata_30000enc.txt	3712440	latin-1	29396	1	19425	9970	9	ENCRYPTED	150efcf894e924c48f7b55e047bcf82106e622375faed69d4b1b9b8bef662c85
skilldata_35000.txt	4200388	utf-16-le	4892	119	4890	1	119	CATALOGED	b6e9b4cf808cf8f1be5b0ad9c42e12c35f688c2590991eaf9b48ea1890655581
skilldata_35000enc.txt	4200414	latin-1	33347	1	22088	11258	10	ENCRYPTED	2431cdac0c93c5c924b65cab4b93549d5f0f3238d18fc1498a4aac5ee45ece80
skilldata_5000.txt	3882256	utf-16-le	4989	119	4987	1	119	CATALOGED	df0659ad383aed1543b43b3ed5663317aafeda62b0938088f86c8525b3b5c560
skilldata_5000enc.txt	3882282	latin-1	30590	1	20172	10417	10	ENCRYPTED	9622ddcc3b5451283e91f077a30ca5c5275dbc2fd74407763270add1eef43b41
skilldata_virtual.txt	6	utf-16-le	0	0	0	0	0	CATALOGED	2e08d1f6000aef541797d008c05ac36f4dbebfb36cbac5615788e6fcc5b300a7
skilldataenc.txt	336	utf-16-le	7	1	6	0	1	CATALOGED	903915670d2f932631a053a7a8592cbf5e125417d6f30a27fde168ddbff35407
skilleffect.txt	4345704	utf-16-le	10769	16	1402	9366	29	CATALOGED	fb536526db0595fa4c881c99e6536bf3f44145cbd2493b579d3b1f16ea732393
skillgroup.txt	26232	utf-16-le	145	7	144	0	7	CATALOGED	c5e469e63f59de2eaeb520c80f4eec7bb4e638e25e3c108e04e0699b0c128452
skillmasterydata.txt	15562	utf-16-le	48	13	44	3	13	CATALOGED	044c0dd04ae66494de67d3f0fdee608640c855673629952a062f6b6658405f8e
specialnpcdata.txt	604	utf-16-le	13	2	12	0	2	CATALOGED	a6f121b753ac17979551ae41ac12c4ae3b8387e637f57d25f3f5a86b38338bbb
teleportbuilding.txt	46440	utf-16-le	107	59	105	1	59	NORMALIZED	8e7f404e21718aeee530f2d6c3111a768f22bc0117420a9ab9d070f55b1bfd0e
teleportdata.txt	36782	utf-16-le	247	14	245	1	14	NORMALIZED	85103e062e1858d91b37ddd018b0fa52cfeaa9465588f831fd9387f8f378e1f3
teleportlink.txt	34968	utf-16-le	352	23	350	1	23	NORMALIZED	33b9f08a36c743623105133c15dd6e95905fdc93de833676fabc93e2fd2e0d00
testsml.txt	976	utf-16-le	12	1	11	0	1	CATALOGED	e35f21eac6e006c7883393df4bcb7f911a3029f9a9e924908c1dcc06402ef521
textdata_equip&skill.txt	1513538	utf-16-le	8784	9	8776	7	9	CATALOGED	887e713891e05505e01093ef4cce52d4f59a430aad2bea20d95fa6fe8da17429
textdata_object.txt	1514018	utf-16-le	9018	9	8830	187	58	CATALOGED	c9c96af4133aafeafd6591a553302b60dd4903ad3ce0bba4af7c153999e98aac
textdataname.txt	96	utf-16-le	2	1	1	0	1	CATALOGED	657c392ce298526d5c7e3dc28d8dae74ee07538f38093ee246c57319841777b5
textevent.txt	84956	utf-16-le	246	16	230	15	16	CATALOGED	77e2f119331eb7ded3ef6de708e9f864025e71c92ccb352a5115b64050b44ca3
texthelp.txt	308258	utf-16-le	472	16	466	5	16	CATALOGED	3f0b2d0bc1ec27761f9070289db06133634513657b9bc8570d1929ef3ee308ac
textquest.txt	164	utf-16-le	3	1	2	0	1	CATALOGED	415a9c8284900f60a53bdf2f3a0906cbdcf3820c5135c6858134876fa08c261b
textquest_otherstring.txt	2410420	utf-16-le	3021	17	2806	214	17	CATALOGED	6adb4dca15d9c208a43ca9162a828ff84b0eca03b3098898a843ba0993e7053b
textquest_queststring.txt	3274652	utf-16-le	8700	18	8271	428	18	CATALOGED	c2601322b30ebe1af08309a01492ce48660fb19eaeedc64f062ecf40414aec99
textquest_speech&name.txt	710712	utf-16-le	4740	9	4727	12	17	CATALOGED	6b6d9762517e84bdcc8d8c5051d4bc0c21dea9d9e68d4ff41e3c640ee1ba293a
texttooltipdata.txt	1460	utf-16-le	15	11	14	0	11	CATALOGED	c23f096dad337a473d22cf6c990fb400ecc73ea930ea7482b60724a4c4f3d67c
textuisystem.txt	810958	utf-16-le	5181	9	5169	11	16	CATALOGED	43fcd29a2b89089810849ca51102f1a14b095be1bd6b1d5c0e6e0848d501955f
textzonename.txt	302146	utf-16-le	4249	9	4129	119	16	CATALOGED	734be0ea088930349c4a9e0374534b1f196070cc55791fbf9415b7a7abd5033f
tradeconflict_joblevel.txt	4226	utf-16-le	140	3	139	0	3	CATALOGED	469f9a2b1d5715ca1e0a202302bc2ddd9553d6cfea0fe623182c51966fbbb74a
tradeconflict_promotion.txt	560	utf-16-le	7	7	6	0	7	CATALOGED	3e5d165e39e0ede615138476bcfeb010c8090d31b596f4cef8c7fbefa4974f35
usableresobjiddata.txt	1776	utf-16-le	104	2	103	0	2	CATALOGED	f7f0d102432aece39674d0f3a3b050c1a60d813c5f03ab7fa175598072dcb807
worldmap_instanceinfo.txt	2680	utf-16-le	23	11	22	0	11	NORMALIZED	557dd943fc81f3367bc1bec036f333ecfc7042dcf7df2bd962cebd4b2932f8ec
worldmap_localinfo.txt	236236	utf-16-le	1118	22	1115	2	22	NORMALIZED	56f1809396c0e1c8e86d7adb97201768e7dcd2a79f58e586d26357e11e6e8c05
worldmap_mapinfo.txt	16294	utf-16-le	59	23	56	2	23	NORMALIZED	5047c5b20b73cff2f9c9c613d6376f2a9d7811ae634e948b243784dba01f0c5e
worldmapguidedata.txt	186384	utf-16-le	983	7	20	962	16	CATALOGED	90dd4a30f64afe53fda6419b0e6587760086d70711c5362634399164a3410935
worldmapguidedata_region.txt	52810	utf-16-le	353	2	352	0	2	CATALOGED	ba91ff15d956ad0a0c6ef30988b905251c0da0d5a37e6271f97cfe1f7771217c
